safe,release_speed,plate_x,plate_z,pop_time,exchange_time,arm_strength,lead,sprint_speed,swing,delta_run_exp
1,91.4,-1.32,3.56,2.039142857,0.770439024,79.09,11.4933,27.1,0,0.102
1,91.7,-0.74,1.75,2.039142857,0.770439024,79.09,11.4933,26.7,0,0.016
1,91.6,1.17,3.64,2.039142857,0.770439024,79.09,11.4933,27.6,0,0.061
1,92.2,-0.28,4.5,2.039142857,0.770439024,79.09,11.4933,28.8,0,0.016
1,95.9,-0.61,2.84,2.0893,0.8006,77.3553,12.2305,27.7,1,-0.232
0,97.3,-1.61,2.97,2.025892857,0.774107143,78.863214286,12.2305,27.6,0,0.178
1,94.8,0.15,4.88,2.123931034,0.764655172,76.687275862,11.362142857,29.1,0,0.061
1,95.4,-0.73,4.6,2.123931034,0.764655172,76.687275862,11.362142857,28.1,0,0.073
1,93.6,-0.97,1.55,2.1056,0.696566667,72.570633333,11.362142857,28.4,0,0.042
1,95.4,0.37,2.75,2.1056,0.696566667,72.570633333,11.362142857,27.9,1,-0.516
1,95.3,-0.11,3.11,2.1056,0.696566667,72.570633333,11.362142857,27.2,1,-0.086
1,94.3,1.29,3.84,2.1056,0.696566667,72.570633333,11.362142857,26.7,0,0.061
1,86,-0.52,0.3,2.123931034,0.764655172,76.687275862,11.362142857,27.6,0,0.026
0,84.1,1.58,2.05,2.038478261,0.800913043,79.266826087,13.10625,28.8,0,-0.242
0,95.4,-0.81,2.24,2.038478261,0.800913043,79.266826087,13.10625,28,0,-0.061
1,85.6,0.06,0.97,2.038478261,0.800913043,79.266826087,13.10625,27.4,0,0.061
0,79.5,0.08,2.45,2.054764706,0.747515152,77.434029412,13.10625,27.4,0,-0.312
1,71,0.48,1.76,2.154666667,0.770888889,72.663037037,11.008227273,25.2,0,-0.032
1,80.6,-0.47,1.8,2.154666667,0.770888889,72.663037037,11.008227273,27.4,0,-0.042
1,93.8,1.46,2.32,2.154666667,0.770888889,72.663037037,11.008227273,28.9,0,0.014
0,92.7,-0.17,2.65,2.11625,0.8642,78.52495,11.008227273,26.7,0,-0.228
0,91.1,-0.4,2.75,2.11625,0.8642,78.52495,11.008227273,30.3,0,-0.046
0,80.4,1.59,0.54,2.154666667,0.770888889,72.663037037,11.008227273,27.5,1,-0.228
1,90.4,0.83,2.18,2.11625,0.8642,78.52495,11.008227273,26.9,1,-0.046
1,82.1,0.35,2.92,2.11625,0.8642,78.52495,11.008227273,26.9,0,-0.084
1,92.1,0.12,3.62,2.154666667,0.770888889,72.663037037,11.008227273,28.9,0,0.026
1,91,-0.54,2.68,2.11625,0.8642,78.52495,11.008227273,27.3,1,-0.342
1,84.5,1.13,1.16,2.154666667,0.770888889,72.663037037,11.008227273,27.5,0,0.065
1,84.1,-2.6,1.52,2.154666667,0.770888889,72.663037037,11.008227273,27.1,0,0.026
0,82.3,1.33,0.72,2.11625,0.8642,78.52495,11.008227273,26.4,1,-0.216
1,91,0.24,1.67,2.11625,0.8642,78.52495,11.008227273,27.3,0,-0.216
1,78.2,-0.85,2.37,2.154666667,0.770888889,72.663037037,11.008227273,27.8,0,0.058
1,93.4,0.18,3.22,2.11625,0.8642,78.52495,11.008227273,27.3,1,-0.201
1,77.3,1.39,1.24,2.11625,0.8642,78.52495,11.008227273,27.3,0,0.058
1,92,-0.22,4.55,2.11625,0.8642,78.52495,11.008227273,29.4,0,0.064
1,91.6,0.66,2.83,2.11625,0.8642,78.52495,11.008227273,29,0,-0.061
1,89.1,-1.87,1.72,2.154666667,0.770888889,72.663037037,11.008227273,28.4,1,-0.086
1,92.5,0.43,0.42,2.154666667,0.770888889,72.663037037,11.008227273,27.9,1,-0.046
1,97.6,-0.7,2.2,2.11625,0.8642,78.52495,12.014,27.5,0,-0.055
0,91.2,-0.68,3.85,1.930121212,0.7545625,85.8661875,11.7,29.6,0,0.065
1,84.6,-0.94,0.78,1.930121212,0.7545625,85.8661875,11.7,29.1,0,0.048
1,91.5,1.4,2.01,1.930121212,0.7545625,85.8661875,11.7,27.1,0,0.048
1,94.3,0.33,1.1,2.1056,0.696566667,72.570633333,11.433666667,28.1,1,-0.516
1,93.9,-0.59,1.47,2.1056,0.696566667,72.570633333,11.433666667,29.4,0,0.038
0,89.8,0.59,2.37,2.077545455,0.811333333,79.597454545,11.159714286,26.8,1,-0.074
1,89.9,-1.66,3.15,2.077545455,0.811333333,79.597454545,11.159714286,28.2,0,0.122
0,82.3,-1.24,3.13,2.077545455,0.811333333,79.597454545,11.159714286,28.9,1,-0.386
1,86.3,0.99,0.63,2.077545455,0.811333333,79.597454545,11.159714286,29.4,0,0.061
1,74.6,-0.07,2.94,2.002535714,0.682071429,77.086428571,11.159714286,24.7,0,-0.386
1,75.1,1.2,0.56,2.002535714,0.682071429,77.086428571,11.159714286,26.8,0,0.058
1,93,-0.73,0.95,1.970727273,0.743545455,82.363090909,11.8618,30.1,0,0.044
1,92.1,-0.69,3.16,2.023057143,0.714885714,78.123971429,11.8618,27.4,0,0.069
0,88.6,0.81,1.58,2.023057143,0.714885714,78.123971429,11.8618,28,0,-0.157
1,91.4,-0.95,1.92,2.023057143,0.714885714,78.123971429,11.8618,21.9,0,0.016
1,87.5,-0.89,2.15,2.11625,0.8642,78.52495,11.601875,27.2,0,-0.055
1,88.7,-0.76,2.49,2.154666667,0.770888889,72.663037037,11.601875,27.5,0,-0.067
1,96.6,0.45,2.33,2.11625,0.8642,78.52495,11.601875,30.1,0,-0.066
1,95.7,-0.41,3.05,2.154666667,0.770888889,72.663037037,11.601875,28.9,1,-0.086
1,96.7,-0.67,3.59,2.154666667,0.770888889,72.663037037,11.601875,30.3,0,0.061
1,97.3,-0.16,1.22,2.154666667,0.770888889,72.663037037,11.601875,28.3,0,0.102
1,96.6,1.04,1.23,2.11625,0.8642,78.52495,11.601875,27.2,0,0.023
1,96.7,-0.17,4.1,2.154666667,0.770888889,72.663037037,11.601875,28.4,1,-0.067
1,89,-2.29,0.52,1.987333333,0.667333333,75.861333333,10.981,29,0,0.016
1,80.5,-1.12,2.37,2.006583333,0.6975,76.5995,12.025833333,25.5,0,-0.061
0,92.6,0.33,3.93,2.006583333,0.6975,76.5995,12.025833333,29.4,0,0.044
1,92.9,0.4,1.29,1.970727273,0.743545455,82.363090909,12.025833333,27.9,0,0.073
1,91.9,-0.11,1.95,2.029384615,0.752846154,79.440153846,12.025833333,27.9,0,-0.061
1,91.7,-1.35,2.62,2.029384615,0.752846154,79.440153846,12.025833333,27.9,0,0.044
1,92.8,-0.26,2.11,2.006583333,0.6975,76.5995,12.025833333,27.9,1,-0.066
0,92,0.07,3.82,2.029384615,0.752846154,79.440153846,12.025833333,28.3,0,0.023
1,87.3,1.93,2.57,1.942823529,0.645058824,78.346941176,10.660333333,27.8,0,0.069
1,83.8,-1.85,2.63,2.027625,0.71709375,76.6291875,10.660333333,27.1,0,0.016
0,92.5,1.19,3,1.942823529,0.645058824,78.346941176,11.137,27.5,0,-0.157
0,94.9,1.49,1.67,2.027625,0.71709375,76.6291875,11.137,27.5,0,0.023
1,81.4,0.28,1.21,2.054764706,0.747515152,77.434029412,11.1185,27.9,0,0.016
0,87.5,-1.38,1.31,1.987333333,0.667333333,75.861333333,11.1185,29.4,0,0.073
0,93.9,-0.48,1.1,1.987333333,0.667333333,75.861333333,11.1185,29.8,0,-0.253
0,96.1,0.43,1.4,1.987333333,0.667333333,75.861333333,11.1185,29.3,1,-0.386
1,80,0.3,0.59,1.933235294,0.704117647,78.062823529,11.691642857,30.1,0,0.102
1,97.2,0.93,2.12,2.052,0.784705882,77.80975,11.691642857,28.7,0,-0.386
1,96.2,-1.62,3.96,1.933235294,0.704117647,78.062823529,11.691642857,30.1,0,0.015
1,81.6,1.02,0.96,1.933235294,0.704117647,78.062823529,11.691642857,30.1,0,0.023
1,96.6,-0.28,2.08,1.933235294,0.704117647,78.062823529,11.691642857,28.8,0,-0.074
0,93.8,0.66,2.69,1.933235294,0.704117647,78.062823529,11.691642857,29.9,0,-0.274
1,81.6,0.4,2.06,2.052,0.784705882,77.80975,11.691642857,28.2,0,-0.058
1,98.1,1.38,1.67,2.052,0.784705882,77.80975,11.691642857,28.9,0,0.034
1,96.7,-1.03,1.48,1.9269,0.7406,83.2354,11.691642857,29.4,0,0.174
0,96.9,0.14,3.63,2.052,0.784705882,77.80975,11.691642857,27.2,0,-0.157
1,98.2,-1.16,3.53,2.052,0.784705882,77.80975,11.691642857,30.3,0,0.016
1,88.8,-1,2.71,1.9269,0.7406,83.2354,11.691642857,30.3,0,-0.516
1,90.6,1.37,1.22,1.933235294,0.704117647,78.062823529,11.691642857,26.6,1,-0.216
1,95.7,1.91,1.77,2.052,0.784705882,77.80975,11.691642857,27.8,0,0.048
1,89.9,-1.14,2.61,2.1056,0.696566667,72.570633333,8.687,28.6,0,0.031
0,81.9,-1.08,0.73,2.123931034,0.764655172,76.687275862,8.687,27.7,1,-0.216
0,84.1,-0.3,1.42,1.942823529,0.645058824,78.346941176,11.6445,28.4,1,-0.386
1,82.3,0.64,1.87,2.023057143,0.714885714,78.123971429,11.965555556,30.3,0,0.064
1,88,-0.72,3.51,2.023057143,0.714885714,78.123971429,11.965555556,30.3,0,0.122
1,87.9,-0.53,3.77,2.023057143,0.714885714,78.123971429,11.965555556,28.4,0,0.065
1,88.7,-0.12,2.38,1.950057143,0.630142857,79.634764706,11.965555556,28,0,-0.032
0,81.2,0.56,3.25,2.023057143,0.714885714,78.123971429,11.965555556,26.4,0,-0.196
1,87.8,0.29,3.16,1.950057143,0.630142857,79.634764706,11.965555556,28.3,0,-0.116
1,79.6,0,1.06,2.1056,0.696566667,72.570633333,10.917357143,28,1,-0.055
1,90.4,-0.58,1.9,2.123931034,0.764655172,76.687275862,10.917357143,26,0,-0.032
1,82.5,1.9,1.09,1.946764706,0.760545455,84.91121875,10.917357143,25.5,1,-0.386
1,86.2,1.3,1.92,2.051545455,0.795636364,80.782272727,10.917357143,26.7,1,-0.216
1,85.3,0.9,0.24,2.123931034,0.764655172,76.687275862,10.917357143,28.1,0,0.112
1,77.2,-0.61,1.75,1.970833333,0.681222222,78.096111111,10.917357143,26,0,-0.061
1,80.7,1.02,0.35,1.970833333,0.681222222,78.096111111,10.917357143,28,0,0.042
0,94,1.19,2.35,2.123931034,0.764655172,76.687275862,10.917357143,28.3,0,0.069
1,81.6,1.82,1.01,2.1056,0.696566667,72.570633333,10.917357143,27.6,0,0.016
1,83.5,1.45,1.43,2.1056,0.696566667,72.570633333,10.917357143,27.4,0,0.061
1,89.7,-0.45,4.08,1.970833333,0.681222222,78.096111111,10.917357143,30,0,0.069
0,89.9,-0.88,2.67,2.123931034,0.764655172,76.687275862,10.917357143,28.9,1,-0.516
0,81,1.1,0.94,1.946764706,0.760545455,84.91121875,10.917357143,26.6,1,-0.046
1,84.3,0.72,1.31,2.123931034,0.764655172,76.687275862,10.917357143,27.3,0,0.014
1,92.2,-0.88,2.12,1.896913043,0.701409091,83.481086957,11.337,28,1,-0.083
1,85.5,0.6,1.49,2.1366,0.82,77.0548,11.524714286,25.1,0,-0.516
1,87.1,1.04,2.59,2.1366,0.82,77.0548,11.524714286,30.1,0,0.038
1,86.1,-1.77,1.95,1.928703704,0.704703704,83.360730769,11.524714286,27.2,0,0.061
1,79.8,-1.31,0.88,2.1366,0.82,77.0548,11.524714286,27.2,0,0.073
1,86.7,-0.31,2.39,1.985578947,0.688157895,79.291736842,11.524714286,28.8,0,-0.046
1,85.2,-1.23,1.82,2.1366,0.82,77.0548,11.524714286,27.6,0,0.026
1,87.7,-1.96,2.37,1.928703704,0.704703704,83.360730769,11.524714286,27.9,0,0.058
1,79.7,0.14,0.55,1.985578947,0.688157895,79.291736842,11.524714286,27.1,0,0.174
1,85.6,-1.43,1.48,1.928703704,0.704703704,83.360730769,11.524714286,26.7,0,0.023
0,87.4,0.73,2.18,2.09128,0.7946,78.58468,11.524714286,25.1,0,-0.386
0,86.4,-2.22,2.54,1.928703704,0.704703704,83.360730769,11.524714286,27.6,0,0.038
0,78.2,0.13,2.58,1.985578947,0.688157895,79.291736842,11.524714286,27.2,0,-0.083
1,79.6,-0.91,3.25,1.928703704,0.704703704,83.360730769,11.524714286,29,0,0.023
1,78.5,-1.02,2.03,2.09128,0.7946,78.58468,11.524714286,27.5,1,-0.084
0,94.6,-0.99,2,1.933235294,0.704117647,78.062823529,11.849166667,27.1,0,0.119
1,96.2,-1,1.96,2.052,0.784705882,77.80975,11.849166667,28.2,0,0.071
0,88.3,0.94,1.86,1.933235294,0.704117647,78.062823529,11.849166667,27.9,0,0.038
1,85.8,-1.13,1.51,2.052,0.784705882,77.80975,11.849166667,28.3,0,0.026
0,94.6,-0.11,3.14,2.052,0.784705882,77.80975,11.849166667,26.9,1,-0.386
1,97,0.24,3.69,1.933235294,0.704117647,78.062823529,11.849166667,27.5,1,-0.08
0,94.2,-1.4,2.96,2.029384615,0.752846154,79.440153846,12.623,28.1,0,-0.191
0,86.2,1.26,1.6,1.902870968,0.685033333,83.978285714,11.6455,25.9,0,0.042
0,91.8,-2.55,3.81,1.902870968,0.685033333,83.978285714,11.6455,29.4,0,0.065
0,86.8,0.82,1.31,1.902870968,0.685033333,83.978285714,11.6455,26.3,1,-0.386
1,92.4,0.79,3.66,1.902870968,0.685033333,83.978285714,11.6455,27.5,0,0.073
1,93.4,0.1,3.48,1.902870968,0.685033333,83.978285714,11.6455,30.3,0,0.065
1,92,0.89,2.47,1.896913043,0.701409091,83.481086957,11.594,29.3,0,0.034
1,93.8,0.69,2.41,1.987333333,0.667333333,75.861333333,11.594,28.8,0,-0.067
1,81.9,1.25,0.53,1.896913043,0.701409091,83.481086957,11.868,28.6,0,0.112
1,73.9,-1.08,0.41,2.095952381,0.797,75.609380952,10.68025,28.9,0,0.016
1,74.8,-0.42,1.13,2.095181818,0.799952381,80.649681818,10.68025,29.3,1,-0.386
1,81.2,-0.12,3.2,2.095181818,0.799952381,80.649681818,10.68025,27.3,0,-0.516
1,85.8,0.3,3.04,1.930121212,0.7545625,85.8661875,11.49775,27.9,0,-0.116
1,96.8,-0.05,1.76,1.930121212,0.7545625,85.8661875,11.49775,29.6,0,-0.061
1,84.1,-0.54,1.84,1.930121212,0.7545625,85.8661875,11.49775,28.7,1,-0.053
0,97.5,0.53,0.95,2.053470588,0.804666667,79.661823529,11.49775,27.1,0,0.178
1,80.8,0.76,1.95,2.0823,0.75805,76.212,10.4175,27.6,1,-0.074
1,76.9,-1.07,0.22,1.985578947,0.688157895,79.291736842,10.4175,28.9,0,0.044
1,92.5,0.43,2.14,2.09128,0.7946,78.58468,10.60675,30.1,0,-0.072
0,75.7,0.74,1.87,1.928703704,0.704703704,83.360730769,10.60675,25.3,0,-0.046
1,76.6,0.04,2.21,2.1366,0.82,77.0548,10.60675,27.7,0,-0.086
1,91.2,-0.71,3.69,2.006583333,0.6975,76.5995,11.720555556,29.4,0,0.065
1,84.8,-0.88,0.39,2.029384615,0.752846154,79.440153846,11.720555556,29.2,0,0.174
1,83.3,0.57,0.72,2.006583333,0.6975,76.5995,11.720555556,30.4,1,-0.516
1,92.9,0.52,2.46,2.006583333,0.6975,76.5995,11.720555556,27.8,1,-0.516
1,91.6,0.99,2.98,2.029384615,0.752846154,79.440153846,11.720555556,28.7,0,0.048
1,90.7,0.93,4.31,2.006583333,0.6975,76.5995,11.720555556,28.7,0,0.065
0,91.5,-0.78,3.76,2.006583333,0.6975,76.5995,11.720555556,27.4,0,0.044
0,86.6,-0.72,3.82,2.006583333,0.6975,76.5995,11.720555556,26.4,0,-0.253
0,85.7,0.23,2.11,2.016709677,0.735483871,78.656064516,12.017727273,26.7,1,-0.08
1,91.3,0.82,4.16,2.0132,0.7652,79.280333333,12.017727273,27.4,0,0.034
1,84.8,1.28,1.85,2.0132,0.7652,79.280333333,12.017727273,28.3,0,0.048
0,84.2,-0.04,1.92,2.016709677,0.735483871,78.656064516,12.017727273,29.4,0,-0.242
1,89,-1.76,2.9,2.016709677,0.735483871,78.656064516,12.017727273,29.4,0,0.102
0,91.7,0.38,2.89,2.0132,0.7652,79.280333333,12.017727273,26.8,0,-0.386
1,93.5,1.2,1.64,2.0132,0.7652,79.280333333,12.017727273,28.6,0,0.174
1,92.6,-0.16,2.48,2.016709677,0.735483871,78.656064516,12.017727273,28.1,1,-0.053
1,84.7,0.08,1.15,2.016709677,0.735483871,78.656064516,12.017727273,26.9,1,-0.386
1,85.4,1.15,1.49,2.016709677,0.735483871,78.656064516,12.017727273,28,0,0.042
0,92.8,0.78,2.59,2.016709677,0.735483871,78.656064516,12.017727273,26,0,-0.253
0,93,0,1.05,2.054764706,0.747515152,77.434029412,10.763,28.7,1,-0.386
1,93,1.2,2.34,1.933481481,0.646148148,78.821461538,11.581,27.9,0,0.048
1,93.8,1.19,1.33,1.959214286,0.735538462,82.342071429,11.581,29,1,-0.067
1,91.2,-1.58,1.47,2.023057143,0.714885714,78.123971429,9.969,30,1,-0.046
1,81.6,1.81,1,2.023057143,0.714885714,78.123971429,10.949,29.2,0,0.016
1,97.9,-1.37,0.88,2.016709677,0.735483871,78.656064516,11.255,26,0,0.058
0,98.4,0.38,0.82,2.0132,0.7652,79.280333333,11.255,23.7,0,-0.228
1,98.5,-1.13,1.62,2.016709677,0.735483871,78.656064516,11.255,29.4,1,-0.053
1,97.6,-1.13,2.77,2.0132,0.7652,79.280333333,11.255,29.4,1,-0.386
1,96.3,-0.66,3.53,2.0132,0.7652,79.280333333,11.255,27.2,0,0.026
1,80.3,-0.83,0.79,1.968423077,0.731269231,80.78248,11.955,29,0,0.038
0,90,-0.03,2.88,1.968423077,0.731269231,80.78248,11.955,27.1,1,-0.212
1,80.4,0.01,1.6,1.968423077,0.731269231,80.78248,11.955,29.4,0,-0.083
1,87,-2.29,3.06,2.016709677,0.735483871,78.656064516,11.546454545,28.1,0,0.038
1,83.5,0.2,1.37,2.0132,0.7652,79.280333333,11.546454545,27.6,0,0.026
0,87.8,-0.83,2.26,2.016709677,0.735483871,78.656064516,11.546454545,27.4,1,-0.301
1,93.8,-0.51,4.07,2.016709677,0.735483871,78.656064516,11.546454545,26.9,0,0.014
1,97.1,1.26,2.39,2.016709677,0.735483871,78.656064516,11.546454545,27.3,0,0.061
0,94.6,0.16,2.62,2.0132,0.7652,79.280333333,11.546454545,29.4,0,-0.046
1,96.3,1.19,3.49,2.0132,0.7652,79.280333333,11.546454545,25.3,0,0.034
0,82.9,2.32,0.34,2.0132,0.7652,79.280333333,11.546454545,27.3,0,-0.228
1,81.1,-1.18,4.39,2.016709677,0.735483871,78.656064516,11.546454545,25.5,0,0.026
1,82.4,1.57,2.17,2.016709677,0.735483871,78.656064516,11.546454545,26.7,0,0.026
0,94.8,0.47,1.65,1.959214286,0.735538462,82.342071429,13.527571429,27.1,0,-0.516
1,79.5,0.12,2.75,1.959214286,0.735538462,82.342071429,13.527571429,24.6,0,-0.055
1,88,2.01,-1.71,1.959214286,0.735538462,82.342071429,13.527571429,25.7,0,0.034
0,78.1,1.36,0.46,1.959214286,0.735538462,82.342071429,13.527571429,27.9,0,-0.157
0,85.7,0.92,0.76,1.959214286,0.735538462,82.342071429,13.527571429,28.8,0,0.175
0,93.9,-1.51,3.19,1.959214286,0.735538462,82.342071429,13.527571429,27.6,0,0.175
0,92.6,0.71,2.99,1.959214286,0.735538462,82.342071429,13.527571429,27.9,0,-0.386
1,81.4,-1.65,4.52,2.002535714,0.682071429,77.086428571,11.295333333,27.8,0,0.064
0,93.6,0.2,1.12,2.002535714,0.682071429,77.086428571,11.295333333,27.1,1,-0.516
1,88,-1.18,2.31,2.077545455,0.811333333,79.597454545,11.295333333,26.3,0,0.026
0,94.7,1.38,1.72,1.946764706,0.760545455,84.91121875,11.696833333,27.3,0,-0.157
1,85.5,0.27,2.24,1.946764706,0.760545455,84.91121875,11.696833333,26.3,1,-0.274
1,84.9,0.54,3.26,1.946764706,0.760545455,84.91121875,11.696833333,28,1,-0.074
1,87.6,1.35,1.12,2.051545455,0.795636364,80.782272727,11.696833333,28.9,1,-0.201
0,82.9,0.61,2.89,1.946764706,0.760545455,84.91121875,11.696833333,27.9,1,-0.061
1,86.4,0.54,0.06,2.051545455,0.795636364,80.782272727,11.696833333,28,0,0.014
1,71.6,1.54,2.24,2.0893,0.8006,77.3553,13.361,24.8,0,0.031
0,89.2,-0.13,2.43,2.025892857,0.774107143,78.863214286,13.361,28.2,0,-0.061
1,103.2,-0.76,3.12,1.946764706,0.760545455,84.91121875,11.37,27.9,1,-0.201
1,100.3,0.84,3.77,1.946764706,0.760545455,84.91121875,11.37,27.6,1,-0.342
1,83.8,-0.78,3.58,2.023057143,0.714885714,78.123971429,12.047666667,27.1,0,0.023
1,78.1,0.49,2.1,2.0893,0.8006,77.3553,11.716,27.1,0,-0.032
0,93.4,0.32,1.87,2.0893,0.8006,77.3553,11.716,26.4,0,-0.046
1,89.8,1.22,1.21,2.025892857,0.774107143,78.863214286,11.716,29,1,-0.117
1,88.2,0.05,1.89,2.025892857,0.774107143,78.863214286,11.716,29.4,0,-0.061
0,96.4,-1.32,2.01,1.933235294,0.704117647,78.062823529,10.3975,28.5,0,0.064
1,99.5,0.44,4.54,2.052,0.784705882,77.80975,10.3975,27.2,0,0.014
1,86.9,1.46,0.53,2.047851852,0.79537037,79.936851852,11.769125,28.7,0,0.064
1,88.6,0.24,2.56,2.047851852,0.79537037,79.936851852,11.769125,25.6,1,-0.516
1,94.2,0.17,1,1.985578947,0.688157895,79.291736842,11.769125,29.4,0,0.178
1,88.3,0.49,2.01,2.047851852,0.79537037,79.936851852,11.769125,28.4,0,-0.061
1,94.8,0.47,0.74,2.047851852,0.79537037,79.936851852,11.769125,29,0,0.044
1,94.8,-1.79,2.72,2.047851852,0.79537037,79.936851852,11.769125,28.9,0,0.061
1,92.8,-1.16,1.74,2.047851852,0.79537037,79.936851852,11.769125,29.4,0,0.044
1,87,0.92,0.91,2.047851852,0.79537037,79.936851852,11.769125,27.3,0,0.034
0,95.9,-0.82,3.4,1.902870968,0.685033333,83.978285714,10.722666667,24.9,1,-0.516
1,97.1,2.21,1.7,1.902870968,0.685033333,83.978285714,10.722666667,26.3,0,0.034
1,85.2,-0.95,2.52,1.902870968,0.685033333,83.978285714,10.722666667,29.3,0,0.044
0,94.7,-0.38,1.41,2.0823,0.75805,76.212,11.687666667,27.6,0,-0.079
0,95.2,-0.45,2.7,2.0823,0.75805,76.212,11.687666667,27.2,1,-0.228
1,87.4,-1.1,1.96,2.047851852,0.79537037,79.936851852,11.687666667,28.4,0,-0.042
0,95.2,1.63,2.1,2.038794872,0.750552632,78.674974359,11.3738,28.7,0,-0.196
1,95.6,0.43,1.14,2.038794872,0.750552632,78.674974359,11.3738,28,0,0.174
1,86.6,0.31,0.91,2.038794872,0.750552632,78.674974359,11.3738,28.8,1,-0.061
1,84.9,1.03,1.34,2.038794872,0.750552632,78.674974359,11.3738,30,0,0.026
0,92.4,-0.96,2.03,2.039142857,0.770439024,79.09,9.939,25.1,0,-0.253
0,91.8,0.58,3.92,2.039142857,0.770439024,79.09,9.939,29,0,0.064
1,90.2,-0.85,2.04,1.974818182,0.732,79.984545455,11.081333333,28.1,1,-0.052
1,81.9,-0.94,2.14,2.116692308,0.85175,79.058307692,11.081333333,30.1,0,-0.058
0,91.8,-0.14,3.67,1.974818182,0.732,79.984545455,11.081333333,28.3,0,0.102
0,86.8,-0.78,1.31,2.09128,0.7946,78.58468,10.7275,28.9,1,-0.516
1,82.1,-0.05,2.52,2.039142857,0.770439024,79.09,10.7275,27.6,1,-0.046
1,88.4,0.02,1.58,2.095952381,0.797,75.609380952,10.984411765,27.9,0,0.048
1,88,1.23,1.12,2.095952381,0.797,75.609380952,10.984411765,28.1,0,0.058
1,89.7,-0.11,2.83,2.095952381,0.797,75.609380952,10.984411765,26.5,1,-0.516
1,89.3,0.36,3.83,2.095952381,0.797,75.609380952,10.984411765,30.5,0,0.044
1,88.7,1.52,2.82,2.095952381,0.797,75.609380952,10.984411765,26.1,0,0.048
1,73.3,0.29,1.6,2.095181818,0.799952381,80.649681818,10.984411765,28.7,0,-0.066
0,90.5,-0.86,2.05,2.095952381,0.797,75.609380952,10.984411765,27.7,0,0.044
1,82.7,0.03,1.18,2.095952381,0.797,75.609380952,10.984411765,29.4,0,0.026
1,88.7,-0.37,2.96,2.095952381,0.797,75.609380952,10.984411765,29.4,0,-0.083
1,87.8,0.55,0.52,2.095181818,0.799952381,80.649681818,10.984411765,26.1,0,0.069
1,87.3,-0.51,2.22,2.095181818,0.799952381,80.649681818,10.984411765,30,0,-0.067
1,72.2,0.95,1.7,2.095952381,0.797,75.609380952,10.984411765,27.3,0,0.064
1,75.2,1.24,1.43,2.095952381,0.797,75.609380952,10.984411765,29,0,0.034
1,98.3,0.12,1.24,2.095952381,0.797,75.609380952,11.229,27.6,0,0.175
1,97.8,-1.11,2.38,2.095952381,0.797,75.609380952,11.229,27.3,0,0.112
1,95.9,0.87,3.22,2.027625,0.71709375,76.6291875,10.997,28.4,0,0.026
1,93.9,-1.29,2.18,1.942823529,0.645058824,78.346941176,10.997,30,0,0.026
1,93.7,-0.41,4.03,1.942823529,0.645058824,78.346941176,10.997,27.4,0,0.048
1,94.8,-0.88,3.09,1.942823529,0.645058824,78.346941176,10.997,27.6,0,-0.386
0,96.2,0.06,1.24,2.027625,0.71709375,76.6291875,10.997,27.4,0,-0.212
1,95.4,-1.27,3.81,2.027625,0.71709375,76.6291875,10.997,29.2,0,0.016
0,85.1,1.06,3.9,2.038794872,0.750552632,78.674974359,11.6635,27.8,0,0.102
1,82.3,-0.46,1.01,2.038794872,0.750552632,78.674974359,11.6635,27.1,1,-0.053
1,88.3,-0.26,0.78,2.154666667,0.770888889,72.663037037,10.562,25.7,1,-0.074
1,94.4,-0.21,3.31,2.154666667,0.770888889,72.663037037,10.562,26.7,0,0.048
1,93.8,0.69,3.94,2.11625,0.8642,78.52495,10.562,29.4,0,0.073
1,83.5,-0.1,0.9,2.047851852,0.79537037,79.936851852,12.023,29.1,0,0.034
1,92.8,1.44,3.71,2.047851852,0.79537037,79.936851852,12.023,28.8,0,0.048
1,91.6,1.02,3.55,2.047851852,0.79537037,79.936851852,12.023,28.4,0,0.044
1,93.2,0.37,2.53,2.047851852,0.79537037,79.936851852,12.023,27.3,0,-0.061
1,87.3,-0.1,2.54,2.023057143,0.714885714,78.123971429,11.1798,30,0,-0.061
0,80.7,0.37,1.36,2.023057143,0.714885714,78.123971429,11.1798,28.4,0,-0.157
0,95.4,-0.02,2.21,2.023057143,0.714885714,78.123971429,11.1798,28.3,1,-0.074
1,89,-1.87,0.88,2.023057143,0.714885714,78.123971429,11.1798,29,0,0.015
1,88.7,1.08,4.08,2.023057143,0.714885714,78.123971429,11.1798,29,0,0.061
1,83.6,0.69,2.33,2.023057143,0.714885714,78.123971429,11.94625,27.6,0,-0.032
0,94.5,1.41,1.52,2.023057143,0.714885714,78.123971429,11.94625,29.2,0,-0.242
1,83.8,-1.15,1.42,2.023057143,0.714885714,78.123971429,11.94625,30.5,0,0.014
1,79.8,-0.99,0.34,2.023057143,0.714885714,78.123971429,11.94625,28,0,0.038
1,92.1,-0.29,2.18,1.930121212,0.7545625,85.8661875,12.6895,30,0,-0.046
1,92.7,-0.32,4.39,1.930121212,0.7545625,85.8661875,12.6895,30,0,0.122
1,91.1,0.79,2.87,1.930121212,0.7545625,85.8661875,12.6895,29.6,0,-0.061
1,92.9,-0.07,1.21,1.930121212,0.7545625,85.8661875,12.6895,28.7,0,0.071
1,76.3,-2.45,-1.03,2.053470588,0.804666667,79.661823529,12.6895,27.1,0,0.023
1,89.2,0.97,2.05,2.02175,0.736869565,79.271125,11.768,30.1,0,0.122
