safe,release_speed,plate_x,plate_z,pop_time,exchange_time,arm_strength,lead,sprint_speed,swing,delta_run_exp
0,92.5,-1.02,4.94,1.995363636,0.783681818,80.817690909,12.126210526,27.2,0,-0.138
1,82,1.39,-0.8,2.078678571,0.72762963,71.994941111,12.126210526,25.2,0,0.017
1,85,0.64,0.6,1.995363636,0.783681818,80.817690909,12.126210526,27.7,1,-0.33
1,86.5,0.63,0.44,1.995363636,0.783681818,80.817690909,12.126210526,27.7,0,0.049
1,78.3,-0.56,2.6,1.995363636,0.783681818,80.817690909,12.126210526,28.3,0,-0.047
0,84.6,0.76,2.62,1.995363636,0.783681818,80.817690909,12.126210526,28.3,1,-0.381
1,86.4,2.03,1.56,1.995363636,0.783681818,80.817690909,12.126210526,28.4,0,0.174
1,92.3,0.36,4.28,2.078678571,0.72762963,71.994941111,12.126210526,28.1,0,0.049
1,91.8,-0.61,0.31,2.078678571,0.72762963,71.994941111,12.126210526,28.1,0,0.036
1,86.4,0.2,1.58,2.078678571,0.72762963,71.994941111,12.126210526,28.1,0,0.049
0,91.8,-0.76,1.7,1.995363636,0.783681818,80.817690909,12.126210526,28.1,0,-0.227
1,84.4,-0.33,1.13,1.995363636,0.783681818,80.817690909,12.126210526,28.5,0,0.12
1,92.5,-0.77,3.79,1.995363636,0.783681818,80.817690909,12.126210526,28.5,0,0.048
1,81,-0.22,1.72,2.078678571,0.72762963,71.994941111,12.126210526,27.6,1,-0.504
1,82.9,-0.12,1.82,2.078678571,0.72762963,71.994941111,12.126210526,29.9,0,-0.048
1,85.2,0.25,0.61,1.965181818,0.720545455,78.696464545,10.828333333,28.1,0,0.017
1,84.2,-0.91,0.47,1.96137931,0.784931034,81.638802759,10.828333333,29,0,0.072
1,85.8,0.26,1.08,1.965181818,0.720545455,78.696464545,10.828333333,28.6,0,0.042
0,83,1.96,2.01,1.95632,0.67832,77.5837048,11.606,28.1,0,-0.186
1,85.5,1.29,2.09,1.960519231,0.734653846,79.359185962,11.4451,27.4,0,0.036
1,95,-0.83,3.11,1.960519231,0.734653846,79.359185962,11.4451,27.6,1,-0.504
1,94.8,0.8,1.59,1.960519231,0.734653846,79.359185962,11.4451,28.3,0,0.061
1,93.8,0.94,2.42,1.960519231,0.734653846,79.359185962,11.4451,27.6,0,0.036
0,78.2,1.14,1.62,1.960519231,0.734653846,79.359185962,11.4451,27,0,0.048
1,86.8,-0.72,3.42,1.960519231,0.734653846,79.359185962,11.4451,29.2,0,0.036
1,87,1.64,1.04,1.960519231,0.734653846,79.359185962,11.4451,28,0,0.031
1,94.9,-0.26,2.01,1.960519231,0.734653846,79.359185962,11.4451,28,1,-0.504
1,81.6,0.58,0.92,1.960519231,0.734653846,79.359185962,11.4451,27.4,1,-0.047
0,80.4,1.15,1.06,1.960519231,0.734653846,79.359185962,11.4451,29.1,1,-0.049
0,67.5,0.94,1.8,1.903333333,0.693666667,79.916260952,11.07,27.4,0,-0.215
1,98.9,0,0.55,1.974727273,0.758363636,80.79347,10.969,28.5,0,0.049
1,102.2,2.04,1.99,1.935407407,0.700592593,78.475698148,10.969,28.3,0,0.024
1,98.6,-1.38,1.68,1.935407407,0.700592593,78.475698148,10.969,27.3,1,-0.381
1,97,0.98,2.8,1.974727273,0.758363636,80.79347,10.969,28.5,0,0.049
1,101.3,-0.19,0.9,1.974727273,0.758363636,80.79347,10.969,27.9,0,0.017
1,89.9,0.38,2.93,1.96137931,0.784931034,81.638802759,12.508,27.2,1,-0.086
1,88.7,1.09,1.12,1.837266667,0.6594,83.491213333,11.295833333,27,0,0.029
1,97,-0.21,3.75,1.945076923,0.724538462,80.077039231,11.295833333,26.6,1,-0.063
1,98,-0.26,4.65,1.837266667,0.6594,83.491213333,11.295833333,28.5,0,0.037
0,97.4,-0.28,2.66,1.837266667,0.6594,83.491213333,11.295833333,28.7,1,-0.189
0,96,-1.57,2.47,1.837266667,0.6594,83.491213333,11.295833333,28.5,0,0.057
0,91,0.81,1.57,1.837266667,0.6594,83.491213333,11.295833333,26.9,1,-0.381
1,97.3,-0.27,2.04,2.129555556,0.727944444,69.029153333,11.597,26.8,0,-0.052
1,92.1,0.46,1.24,1.919105263,0.727315789,81.362873158,11.322444444,29.3,0,0.048
0,89.1,-0.2,0.13,1.919105263,0.727315789,81.362873158,11.322444444,27.8,0,-0.138
1,85.6,2.07,2.2,1.919105263,0.727315789,81.362873158,11.322444444,28,0,0.024
1,96.2,0.31,1.38,2.063571429,0.848464286,79.496651071,10.6718,27.9,0,0.11
1,88.5,-0.49,1.74,2.063571429,0.848464286,79.496651071,10.6718,26.7,0,-0.052
1,88.6,0.41,1.18,2.063571429,0.848464286,79.496651071,10.6718,28,0,0.11
0,90.1,-0.29,2.21,2.063571429,0.848464286,79.496651071,10.6718,27.6,0,-0.052
1,88.8,2.28,2.75,2.063571429,0.848464286,79.496651071,10.6718,24.7,0,0.048
0,88.8,-0.83,0.68,1.98434375,0.69496875,75.854710625,12.1085,29.6,0,0.049
1,81.7,0.33,1.72,1.974727273,0.758363636,80.79347,12.1085,28.5,0,0.049
1,93.5,0.07,2.09,1.91325,0.71675,81.974783125,11.878666667,27.8,0,-0.073
1,94,-0.93,2.46,2.02425,0.855833333,82.219576667,10.902636364,28.7,0,0.072
0,92,0.87,1.52,1.938,0.660162162,76.166577838,10.902636364,27.5,1,-0.098
1,90.3,0.64,3.85,1.938,0.660162162,76.166577838,10.902636364,28.6,0,0.048
1,78.8,-0.77,0.67,1.938,0.660162162,76.166577838,10.902636364,28.7,0,0.045
1,79.2,-1.74,1.05,1.938,0.660162162,76.166577838,10.902636364,27.8,0,0.072
1,85.4,0.31,1.13,2.055705882,0.745176471,74.538073529,10.873333333,25.4,1,-0.052
1,94.3,0.84,3.94,2.055705882,0.745176471,74.538073529,10.873333333,30.6,0,0.029
1,90.4,0.97,4.04,1.989461538,0.772076923,78.371921154,10.793,28.5,0,0.04
0,94.7,0.3,2.58,1.986071429,0.664285714,75.981426429,11.753222222,29.1,0,-0.136
1,93.4,-0.34,4.11,2.09825,0.756208333,73.584007083,11.753222222,25.7,1,-0.381
1,93.8,-0.5,2.22,2.09825,0.756208333,73.584007083,11.753222222,28,0,-0.047
1,86.6,-1.3,3.16,1.986071429,0.664285714,75.981426429,11.753222222,28.5,0,0.049
0,93,-1.6,3.56,1.986071429,0.664285714,75.981426429,11.753222222,27.6,0,-0.156
1,89.1,-0.25,1.36,2.09825,0.756208333,73.584007083,11.753222222,28.5,0,0.061
1,93.2,0.99,1.01,1.986071429,0.664285714,75.981426429,11.753222222,28.6,0,0.11
1,95.7,-0.62,2.27,1.986071429,0.664285714,75.981426429,11.753222222,28,0,0.07
1,94.8,-0.2,3.51,1.986071429,0.664285714,75.981426429,11.753222222,28.5,0,0.11
1,93.6,-0.32,2.23,1.91325,0.71675,81.974783125,11.190666667,26.2,0,-0.042
1,87.2,1.12,1.08,2.0338,0.748966667,76.341621667,11.190666667,29.1,0,0.036
0,84.7,0.6,1.39,1.91325,0.71675,81.974783125,11.190666667,29.6,1,-0.381
1,96.4,0.73,2.92,2.021444444,0.745851852,76.2616,11.524,29.8,0,-0.048
1,76.3,-0.09,0.14,2.068178571,0.750535714,74.696888929,11.088666667,27.1,0,0.045
0,88.7,-0.97,0.88,2.0822,0.8479,79.409151,11.088666667,28.2,0,0.048
0,88.3,-0.4,1.56,2.068178571,0.750535714,74.696888929,11.088666667,28.2,0,-0.138
1,93.3,0.31,2.14,2.003647059,0.725441176,76.766927353,10.880571429,28.4,0,-0.047
1,89.5,-0.01,3.07,2.003647059,0.725441176,76.766927353,10.880571429,27.8,0,-0.048
1,85.6,0.51,-0.06,2.003647059,0.725441176,76.766927353,10.880571429,27.8,0,0.036
1,92.1,1.1,3.75,2.003647059,0.725441176,76.766927353,10.880571429,29.1,0,0.048
1,86.3,-1.55,2.85,2.003647059,0.725441176,76.766927353,10.880571429,27.8,0,0.048
1,91.4,-0.4,1.11,2.003647059,0.725441176,76.766927353,10.880571429,28.5,0,0.075
1,86.9,0.55,0.61,2.04304,0.78328,78.7667124,10.6685,28.5,0,0.037
0,82.2,-1.26,2.59,1.995363636,0.783681818,80.817690909,11.34175,27.1,0,0.048
1,75.6,0.94,1.2,2.078678571,0.72762963,71.994941111,11.34175,29.4,0,0.029
0,81.9,-0.29,2.08,2.078678571,0.72762963,71.994941111,11.34175,27.2,1,-0.381
1,93,1.45,2.6,1.995363636,0.783681818,80.817690909,11.34175,27.4,0,0.049
0,94.4,-0.46,3.14,1.996142857,0.725047619,77.541499524,10.3062,28.4,1,-0.227
1,95.9,-0.39,2.7,1.996142857,0.725047619,77.541499524,10.3062,28.7,1,-0.504
0,94.3,-0.7,3.24,1.996142857,0.725047619,77.541499524,10.3062,29.2,0,0.131
1,86.2,0.44,1.47,2.00896,0.72848,75.7215208,11.534,29.2,1,-0.504
0,88.2,-1.77,1.65,1.955833333,0.765,81.891168889,10.93,28.4,0,0.07
1,92.4,1.12,1.1,1.955833333,0.765,81.891168889,10.93,28.8,1,-0.381
1,86,1.13,-2.36,2.00896,0.72848,75.7215208,10.93,27.4,0,0.057
1,87,1.3,0.5,2.00896,0.72848,75.7215208,10.93,27.5,0,0.037
0,95.8,-0.69,2.72,1.955833333,0.765,81.891168889,10.93,28.2,0,-0.049
1,95.2,-0.17,3.63,2.00896,0.72848,75.7215208,10.93,28.4,0,0.037
1,87.1,-0.18,1.51,2.00896,0.72848,75.7215208,10.93,27.8,0,0.017
1,93.6,-0.82,3.42,2.00896,0.72848,75.7215208,10.93,27.4,1,-0.052
0,84.6,0.91,1.09,2.129555556,0.727944444,69.029153333,11.042,28.5,0,0.024
1,91.3,0.48,1.22,2.02425,0.855833333,82.219576667,11.0748,27.8,1,-0.189
1,93.4,1.35,3.74,2.02425,0.855833333,82.219576667,11.0748,28.5,0,0.049
1,90,-1.12,1.56,2.02425,0.855833333,82.219576667,11.0748,28.2,1,-0.33
1,90.2,0.06,2.79,2.129555556,0.727944444,69.029153333,10.8565,27.6,1,-0.504
1,91,-0.4,2.87,2.129555556,0.727944444,69.029153333,10.8565,28.6,0,-0.136
1,92.2,-1.89,2.85,1.983210526,0.748631579,78.299291579,10.8565,29.8,0,0.12
1,76.2,-0.1,3.94,1.983210526,0.748631579,78.299291579,10.8565,27.7,0,0.11
1,89.1,0.57,2.42,1.965181818,0.720545455,78.696464545,11.809,28.2,1,-0.504
1,78.8,-0.22,3.32,1.974727273,0.758363636,80.79347,11.419166667,28.6,0,-0.088
1,87.5,0.66,1.62,1.974727273,0.758363636,80.79347,11.419166667,28.4,1,-0.504
1,94.5,-0.64,3.94,1.974727273,0.758363636,80.79347,11.419166667,28.5,1,-0.237
1,80.7,0.38,1.28,1.935407407,0.700592593,78.475698148,11.419166667,28.7,0,0.036
1,93.7,0.74,4.3,1.974727273,0.758363636,80.79347,11.419166667,28,0,0.037
1,87.2,0.62,1.83,1.974727273,0.758363636,80.79347,11.419166667,28.5,1,-0.073
1,94.1,0.22,3.43,1.935407407,0.700592593,78.475698148,11.419166667,27.3,1,-0.047
1,95.1,-0.29,4.35,1.974727273,0.758363636,80.79347,11.419166667,27.4,0,0.037
0,93.5,-0.75,2.42,1.935407407,0.700592593,78.475698148,11.419166667,27.9,0,-0.227
1,88.7,0.29,1.41,1.974727273,0.758363636,80.79347,11.419166667,26.1,0,0.029
1,88.3,-0.62,2.13,1.974727273,0.758363636,80.79347,11.419166667,27.6,0,-0.073
0,85,0.61,1.99,1.837266667,0.6594,83.491213333,11.348111111,28.9,0,-0.186
1,93.1,-0.26,0.71,1.945076923,0.724538462,80.077039231,11.348111111,29.1,0,0.07
0,92.4,0.8,2.28,1.837266667,0.6594,83.491213333,11.348111111,29.1,0,0.048
1,87.7,-2.08,3.08,1.837266667,0.6594,83.491213333,11.348111111,29.2,0,0.049
1,86.2,1.43,1.81,1.945076923,0.724538462,80.077039231,11.348111111,29.6,0,0.131
1,89.4,-0.07,0.07,1.945076923,0.724538462,80.077039231,11.348111111,28.6,0,0.04
1,90.4,0.07,3.26,1.945076923,0.724538462,80.077039231,11.348111111,28,0,0.131
1,89.2,2.52,1.38,1.945076923,0.724538462,80.077039231,11.348111111,29.9,0,0.049
1,94.2,-0.48,4.23,2.003647059,0.725441176,76.766927353,10.690142857,26.8,0,0.017
1,87.2,-1.8,2.83,2.003647059,0.725441176,76.766927353,10.690142857,28.8,0,0.062
0,93.6,0.23,1.72,2.003647059,0.725441176,76.766927353,10.690142857,27.8,1,-0.052
1,93.5,0.48,2.98,2.003647059,0.725441176,76.766927353,10.690142857,30.6,0,-0.073
1,79.8,1.03,0.38,1.91325,0.71675,81.974783125,10.892,29.6,0,0.037
1,86.1,1.69,0.67,1.91325,0.71675,81.974783125,10.892,27.1,0,0.049
1,85.6,0.06,0.32,1.91325,0.71675,81.974783125,10.892,28,0,0.072
1,78.7,0.68,2.48,1.974727273,0.758363636,80.79347,11.454833333,26.7,0,-0.073
1,81.4,2.61,0.01,1.974727273,0.758363636,80.79347,11.454833333,26.6,0,0.04
1,87.4,-0.14,2.04,1.935407407,0.700592593,78.475698148,11.454833333,26.6,1,-0.381
1,86.3,0.15,0.79,1.974727273,0.758363636,80.79347,11.454833333,28.3,1,-0.052
1,83.9,0.5,2.67,1.935407407,0.700592593,78.475698148,11.454833333,29.1,0,-0.113
1,91.2,0.74,2.26,1.903333333,0.693666667,79.916260952,10.9664,29.4,0,-0.048
1,84.8,0.25,1.84,1.903333333,0.693666667,79.916260952,10.9664,28.4,1,-0.381
0,94.4,-0.99,2.78,1.903333333,0.693666667,79.916260952,10.9664,29.4,0,0.024
1,88.6,0.4,0.13,1.938,0.660162162,76.166577838,10.961222222,28.7,1,-0.381
1,96.9,-0.82,1.71,1.897793103,0.717034483,83.092833103,10.961222222,28.4,1,-0.504
1,87.4,0.45,1.12,1.897793103,0.717034483,83.092833103,10.961222222,28.8,0,0.049
0,96,0.1,1.5,1.938,0.660162162,76.166577838,10.961222222,28.6,0,-0.186
0,96.4,-0.16,1.95,1.897793103,0.717034483,83.092833103,10.961222222,24.6,1,-0.381
0,85.3,-0.67,3.3,1.897793103,0.717034483,83.092833103,10.961222222,26.3,1,-0.381
1,95.9,-0.64,1.97,1.837266667,0.6594,83.491213333,10.2245,29.2,0,-0.052
1,83.3,-0.81,2.91,1.837266667,0.6594,83.491213333,10.2245,28.5,0,-0.049
1,83.9,0.39,0.94,1.837266667,0.6594,83.491213333,10.2245,27.8,1,-0.381
1,87.9,-1.16,2.78,1.945076923,0.724538462,80.077039231,10.2245,28.4,0,0.024
1,93.6,0.16,3.1,1.986071429,0.664285714,75.981426429,11.5825,27.3,1,-0.261
0,91.8,0.46,3.13,1.986071429,0.664285714,75.981426429,11.5825,28.7,1,-0.064
1,93.8,-1.73,2.67,1.986071429,0.664285714,75.981426429,11.5825,26.4,0,0.072
0,89.8,-1.35,1.65,1.986071429,0.664285714,75.981426429,11.5825,27,0,0.045
0,94.9,-1.83,3.24,1.989461538,0.772076923,78.371921154,11.953333333,26.8,0,0.049
1,93.9,0.73,2.52,2.01752381,0.740285714,76.058869048,11.953333333,27.9,1,-0.063
1,86,0.64,1.41,2.01752381,0.740285714,76.058869048,11.953333333,27.4,0,-0.381
1,81.3,-0.57,1.08,2.04304,0.78328,78.7667124,10.470166667,28.1,0,0.045
1,97.5,-0.52,3.84,1.960519231,0.734653846,79.359185962,10.743538462,28.4,0,0.029
0,95.5,-1.2,4.69,1.960519231,0.734653846,79.359185962,10.743538462,30.6,0,-0.186
1,93.8,-0.92,1.7,2.0633,0.7064,72.8856565,10.743538462,29.4,0,0.11
1,95.7,0.43,1.43,1.960519231,0.734653846,79.359185962,10.743538462,29.6,0,-0.113
1,98.1,0.11,4.64,1.960519231,0.734653846,79.359185962,10.743538462,26.5,0,0.017
1,86.2,0.92,1.24,2.0633,0.7064,72.8856565,10.743538462,26.8,0,0.049
1,97.7,-1.31,2.69,1.960519231,0.734653846,79.359185962,10.743538462,28.8,0,0.036
1,96.3,-0.97,0.94,1.960519231,0.734653846,79.359185962,10.743538462,29.2,0,0.049
1,86.3,-0.49,2.2,1.960519231,0.734653846,79.359185962,10.743538462,27.1,0,-0.058
1,97,-0.01,1.41,1.960519231,0.734653846,79.359185962,10.743538462,29.6,0,0.042
1,99.6,-0.49,4.68,1.960519231,0.734653846,79.359185962,10.743538462,28.4,0,0.024
1,85.9,1.96,1.65,2.0633,0.7064,72.8856565,10.743538462,27.2,1,-0.064
1,86.7,1.93,1.54,1.960519231,0.734653846,79.359185962,10.743538462,26.5,0,0.062
1,80.3,-0.3,4.07,1.91325,0.71675,81.974783125,10.45,29.6,0,0.045
0,82.7,-0.29,2.97,1.970958333,0.712958333,78.89001375,11.024,28.5,1,-0.504
1,86.9,1.26,2.79,2.018869565,0.729133333,75.421811087,10.9775,28.4,1,-0.212
0,92.8,1.54,3.02,2.018869565,0.729133333,75.421811087,10.9775,27.7,0,0.062
1,87.1,-0.5,-0.33,2.129555556,0.727944444,69.029153333,11.650666667,28.3,0,0.04
1,94.9,0.38,3.81,2.129555556,0.727944444,69.029153333,11.650666667,30.6,0,0.174
1,76.8,-0.71,-0.67,1.955833333,0.765,81.891168889,10.188,28.4,0,0.037
1,84.7,0.58,0.84,1.986071429,0.664285714,75.981426429,11.486857143,28.9,0,0.049
1,84.8,0.09,2.28,2.09825,0.756208333,73.584007083,11.486857143,29.4,0,-0.058
1,84.2,0.87,0.66,2.09825,0.756208333,73.584007083,11.486857143,28.8,0,0.024
1,96.9,0.07,3.13,2.09825,0.756208333,73.584007083,11.486857143,27.9,1,-0.049
1,85.3,0.47,1.36,1.986071429,0.664285714,75.981426429,11.486857143,29.1,0,0.049
0,96.2,-0.42,4.79,1.986071429,0.664285714,75.981426429,11.486857143,26.9,0,0.024
1,96.2,0.72,1.27,1.986071429,0.664285714,75.981426429,11.486857143,28.6,0,0.049
1,86.7,0.28,2.71,2.09825,0.756208333,73.584007083,11.87575,28.5,0,-0.049
1,95.2,0.39,2.28,2.09825,0.756208333,73.584007083,11.87575,28.3,0,-0.059
1,77.4,0.65,2.16,1.986071429,0.664285714,75.981426429,11.87575,28.6,1,-0.058
1,88,-0.02,0.73,1.986071429,0.664285714,75.981426429,11.87575,27.7,1,-0.504
1,79.3,-0.45,3.64,1.986071429,0.664285714,75.981426429,11.87575,27,0,0.037
1,79.1,0.26,0.75,1.986071429,0.664285714,75.981426429,11.87575,26.9,0,0.024
1,94.6,0.41,3.46,1.986071429,0.664285714,75.981426429,11.87575,28.5,0,-0.049
1,78.9,-0.81,2.5,1.986071429,0.664285714,75.981426429,11.87575,27.6,0,-0.042
1,84.9,0.81,2.38,1.970958333,0.712958333,78.89001375,11.4195,29.2,0,0.045
1,93,-1.08,3.22,1.897793103,0.717034483,83.092833103,11.560125,27.5,0,0.036
0,91.8,-0.21,1.09,1.897793103,0.717034483,83.092833103,11.560125,28.8,0,0.11
1,89.7,-0.28,3.61,1.897793103,0.717034483,83.092833103,11.560125,27.2,1,-0.504
1,72.1,1.7,0.26,1.897793103,0.717034483,83.092833103,11.560125,26.9,0,0.037
1,83.9,1.11,1.58,1.897793103,0.717034483,83.092833103,11.560125,29.4,0,0.036
1,93.8,2.21,1.07,1.897793103,0.717034483,83.092833103,11.560125,27.6,0,0.057
1,93.4,-0.85,2.64,1.837266667,0.6594,83.491213333,12.035,28.5,0,-0.058
1,91.7,-0.48,2.08,1.989461538,0.772076923,78.371921154,11.438,28.6,0,-0.049
1,78.5,-0.49,2.89,2.01752381,0.740285714,76.058869048,11.438,28.8,0,-0.049
1,87.8,0.06,1.31,1.91325,0.71675,81.974783125,11.15,28,0,0.048
1,87.6,-0.43,3.83,1.91325,0.71675,81.974783125,11.15,28.4,1,-0.381
1,77.7,0.34,1.17,1.91325,0.71675,81.974783125,11.15,29.5,1,-0.381
0,87.2,-1.5,2.22,1.91325,0.71675,81.974783125,11.15,27.4,1,-0.261
1,95.2,0.81,2.07,1.919105263,0.727315789,81.362873158,11.029333333,29.3,0,-0.042
1,94.1,1.43,2.16,1.919105263,0.727315789,81.362873158,11.029333333,27.5,0,0.072
1,96,0.01,0.56,1.9623125,0.762333333,80.513505333,10.8805,26.8,0,0.029
1,94.6,0.76,1.35,2.062791667,0.797166667,78.766805417,10.8805,28.3,0,0.075
0,87.6,0.16,1.21,1.94,0.715555556,79.487491111,11.584666667,28.2,0,0.045
1,93.7,-0.77,2.15,2.018869565,0.729133333,75.421811087,11.584666667,29.1,0,-0.058
1,80.2,0.66,1.51,2.018869565,0.729133333,75.421811087,11.584666667,28.3,0,-0.049
0,78.3,0.83,0.78,2.018869565,0.729133333,75.421811087,11.584666667,27.3,0,0.042
0,93.7,1.39,2.39,2.018869565,0.729133333,75.421811087,11.584666667,27.1,0,-0.156
1,93.6,-1.4,1.95,1.94,0.715555556,79.487491111,11.584666667,28.3,0,0.11
1,93.7,1.27,3.73,2.018869565,0.729133333,75.421811087,11.584666667,28.7,0,0.048
1,86.9,-0.66,2.4,2.018869565,0.729133333,75.421811087,11.584666667,28.1,1,-0.33
1,94,0.47,2.28,2.018869565,0.729133333,75.421811087,11.584666667,27.2,0,-0.058
1,94.3,0.91,2.57,2.018869565,0.729133333,75.421811087,11.584666667,27.2,0,0.029
1,86.6,0.48,2.56,1.94,0.715555556,79.487491111,11.584666667,28.6,0,-0.058
1,92.8,1.45,1.99,2.018869565,0.729133333,75.421811087,11.584666667,29.3,0,0.11
1,86.5,-0.57,3.58,2.018869565,0.729133333,75.421811087,11.584666667,28.8,0,0.131
0,87.6,0.85,2.62,1.94,0.715555556,79.487491111,11.584666667,27.9,0,-0.156
0,94,-0.87,2.88,1.94,0.715555556,79.487491111,11.584666667,27.8,0,0.049
1,85.1,0.37,2.06,1.974473684,0.697736842,76.14801,11.0956,27.6,0,-0.059
0,96.4,-0.75,2.9,1.974473684,0.697736842,76.14801,11.0956,29.3,0,-0.227
1,81.9,0.59,1.14,1.974473684,0.697736842,76.14801,11.0956,26.8,1,-0.099
1,88.5,0,2.65,2.021444444,0.745851852,76.2616,11.1854,29.3,0,-0.048
0,82.9,1.45,-0.28,2.005055556,0.734222222,76.650708333,11.1854,27.8,0,-0.186
1,89.9,0.22,2.69,2.021444444,0.745851852,76.2616,11.1854,28.3,0,-0.049
1,89.8,-0.88,4.27,2.021444444,0.745851852,76.2616,11.1854,28.3,0,0.057
1,80.5,0.13,1.77,2.021444444,0.745851852,76.2616,11.1854,26.6,1,-0.086
1,79.1,1.78,1.14,1.837266667,0.6594,83.491213333,10.78975,28.5,0,0.024
1,92.4,-0.91,2.93,1.837266667,0.6594,83.491213333,10.78975,29.4,0,0.11
1,94.1,0.8,1.09,1.945076923,0.724538462,80.077039231,10.78975,26.5,0,0.036
1,93.9,0.74,2.5,1.837266667,0.6594,83.491213333,10.78975,28.5,0,-0.042
1,85.6,-0.91,1.81,1.837266667,0.6594,83.491213333,10.78975,28.3,1,-0.261
1,92.5,-1.7,2.12,1.837266667,0.6594,83.491213333,10.78975,28.1,0,0.11
1,85.6,0.41,1.22,1.945076923,0.724538462,80.077039231,10.78975,28.8,1,-0.099
0,78.5,-0.29,2.42,1.837266667,0.6594,83.491213333,10.78975,29.6,0,-0.098
1,87.5,-0.17,1.96,2.02425,0.855833333,82.219576667,11.0042,28.2,1,-0.073
1,87.7,1.02,1.24,2.02425,0.855833333,82.219576667,11.0042,29.1,0,0.048
1,92.7,0.37,3.8,1.938,0.660162162,76.166577838,10.51,26.6,1,-0.381
0,84.7,0.78,1.85,1.938,0.660162162,76.166577838,10.51,29.1,1,-0.212
1,77.4,1,1.49,2.005055556,0.734222222,76.650708333,11.2392,28.4,0,0.057
1,96.7,-0.24,2.24,2.005055556,0.734222222,76.650708333,11.2392,27.3,0,-0.064
1,95.2,0.8,2.4,2.005055556,0.734222222,76.650708333,11.2392,27.3,0,-0.059
1,91.5,0.85,1.52,2.005055556,0.734222222,76.650708333,11.2392,26.6,0,0.029
1,85.9,0.99,2.74,2.021444444,0.745851852,76.2616,11.2392,27.3,0,0.198
1,94.4,-0.54,2.96,2.005055556,0.734222222,76.650708333,11.2392,28.5,0,-0.058
0,95.6,-0.09,1.88,2.005055556,0.734222222,76.650708333,11.2392,27.8,1,-0.381
1,86,0.76,2.13,2.018869565,0.729133333,75.421811087,12.246142857,28.9,0,-0.099
0,84.9,-1.27,2.5,1.94,0.715555556,79.487491111,12.246142857,29.5,0,0.07
1,81.8,-0.31,4.23,1.94,0.715555556,79.487491111,12.246142857,25.2,0,0.017
1,95.7,-0.67,3.08,1.94,0.715555556,79.487491111,12.246142857,27.2,1,-0.048
0,94.8,0.4,4.54,1.94,0.715555556,79.487491111,12.246142857,28.2,0,0.049
0,96.3,-0.94,3.13,1.94,0.715555556,79.487491111,12.246142857,28.1,0,-0.215
0,87.7,-1.73,2.48,2.018869565,0.729133333,75.421811087,12.246142857,27,1,-0.215
1,86.3,0.87,1,1.903333333,0.693666667,79.916260952,11.666,26.8,0,0.048
0,91.4,0.04,4.01,1.903333333,0.693666667,79.916260952,11.666,28.6,0,0.061
0,94.5,-0.92,2.8,1.903333333,0.693666667,79.916260952,11.666,28.6,0,-0.186
0,85.4,0.17,1.09,1.996142857,0.725047619,77.541499524,12.14,27.2,1,-0.381
1,94.3,-0.42,2.83,1.996142857,0.725047619,77.541499524,12.14,27.2,0,-0.049
1,94.2,-0.49,2.09,1.996142857,0.725047619,77.541499524,12.14,27.6,0,-0.086
1,84.1,0.19,3.29,2.0338,0.748966667,76.341621667,11.620142857,29.4,1,-0.099
1,96,-1.25,4.94,2.0338,0.748966667,76.341621667,11.620142857,27.7,0,0.029
1,96,-0.59,3.38,2.0338,0.748966667,76.341621667,11.620142857,27.5,0,0.029
1,91.9,0.11,2.45,2.068178571,0.750535714,74.696888929,11.620142857,27.8,1,-0.047
1,86.8,-0.28,0.63,2.068178571,0.750535714,74.696888929,11.620142857,28.4,0,0.045
1,86.6,-0.98,2.4,2.068178571,0.750535714,74.696888929,11.620142857,28.1,0,-0.086
1,85.8,-0.44,-0.44,2.068178571,0.750535714,74.696888929,11.620142857,27.3,0,0.049
1,83.7,0.56,0.88,1.9845625,0.8063125,82.23089375,10.263333333,27.4,1,-0.261
1,83.8,-0.05,1.28,1.9845625,0.8063125,82.23089375,10.263333333,28.6,0,0.037
0,83.5,0.12,0.79,1.9845625,0.8063125,82.23089375,10.263333333,30.4,1,-0.189
1,90,2.41,1.42,1.938,0.660162162,76.166577838,10.660733333,28.9,0,0.072
0,92.4,-1.41,3.55,1.938,0.660162162,76.166577838,10.660733333,30.6,0,0.137
1,88.5,-0.95,1.69,1.938,0.660162162,76.166577838,10.660733333,28.6,0,0.04
0,91.9,-0.37,1.8,1.938,0.660162162,76.166577838,10.660733333,25.9,1,-0.058
0,93.5,-1.68,1.92,1.938,0.660162162,76.166577838,10.660733333,26.7,0,0.062
1,93.7,-1.28,2.4,2.02425,0.855833333,82.219576667,10.660733333,28,0,0.042
1,93.5,0.23,1.9,2.063571429,0.848464286,79.496651071,11.495875,28.7,0,0.057
1,80.7,-0.26,0.78,1.903333333,0.693666667,79.916260952,11.495875,29.4,0,0.11
1,90.2,-1.39,4.1,1.903333333,0.693666667,79.916260952,11.495875,28.7,0,0.036
1,88,0.13,1.41,1.903333333,0.693666667,79.916260952,11.495875,26.6,1,-0.098
1,95.1,-0.53,2.39,1.98434375,0.69496875,75.854710625,10.308666667,27.2,0,-0.042
1,96.9,-1.2,2.08,1.98434375,0.69496875,75.854710625,10.308666667,28.8,0,0.062
1,84.8,-0.03,1.93,1.971333333,0.761619048,80.650405714,10.308666667,28.1,0,-0.047
