safe,dist_from_base,sprint_speed,arm_of
1,245.1655371886514,27.6,86.2
1,270.5146218321665,25.4,90.8
1,246.0016717422872,29.4,91.2
1,259.47380527714165,26.6,92.8
1,231.414904716615,29.4,84.2
0,231.06548043790528,28.8,91.7
1,256.9473340978654,28.2,88.1
1,252.99998517786517,26.2,91.5
1,259.1521524606732,28.5,88.1
1,267.7537698147311,27.9,85.7
1,273.8291038677226,25.8,86.7
1,246.8977786959616,22.7,86.7
1,263.5561467695261,27.5,92.8
0,233.40965329223212,27.5,84.6
1,262.8513279878951,30.1,90.7
1,285.46345760009285,28.6,85.8
1,339.06402419012255,27.3,86.1
1,270.78346630656756,27.6,86.7
1,302.15082740247465,26.3,89
1,240.48401714043285,27.9,85.7
1,314.20296983001293,26.3,87.9
0,277.9632136182772,28.2,91
1,319.9950194924915,27.9,89.1
1,354.4676827652981,26.8,86.8
1,278.6683893985825,28.1,84.4
1,247.80243390652967,26.4,86.1
1,353.72874229414833,28.3,89.1
1,361.9953599495441,27.6,87.2
1,303.5238180522247,24.4,84.2
1,318.90666052153887,26.7,88.3
1,332.0922048166744,27.5,93.8
1,312.461894676775,28.8,90.8
1,311.374856483307,26.2,86.2
1,258.68565021083026,28.4,86.1
1,317.30761494171554,29,84
1,310.69510878834257,26.1,85.6
1,259.27619443365796,28.7,87.2
1,268.41378620517986,26.1,85.6
1,265.9135432805181,28.7,85.6
1,287.4197105280012,26.8,86.9
1,339.5453172994733,26.6,90.2
1,332.26742712008354,27.9,90.6
1,247.2571990862956,28.1,87.4
1,324.4387663720228,28.4,82
1,310.02094384896003,26.9,89.3
1,322.6570170087736,27.8,92.2
1,325.54463019684414,28.3,92.3
1,337.1919306937816,25.7,85.7
1,297.1222643963256,27.4,89.6
1,266.52082118476227,26.8,89.9
1,257.0062742424784,25.1,84.9
1,321.8154284679341,25.2,84.3
1,238.26402372158498,27.8,88.7
1,330.48211090012126,27,90.8
1,268.3725069749135,26.7,87.7
1,303.80590226327075,28.7,84.3
1,295.3726301216821,27.9,93.8
1,346.7989925735079,25.1,86.7
1,302.77843590652225,27.8,84.3
1,279.73559055829844,27.5,90.9
1,299.651718666855,27.8,86.8
1,254.163719381819,27.9,93.9
1,274.1286399667135,30,85.7
1,290.6747000514493,27.5,90.9
1,337.3891753228014,26.4,86.2
1,230.1784701595699,28.8,85.4
1,319.1970208585914,27.9,86.1
1,297.41104972747735,28.7,91
1,339.8852058048423,26.2,84.4
1,303.73336991512804,26.3,90.8
1,324.98660164689863,27.1,89.6
1,316.23664497493013,24.4,91.1
1,310.41002319512813,28.1,92.8
1,292.74276250660756,28.5,90.2
1,302.9307893314907,26.3,94.3
1,315.69058427517285,26.7,85.9
1,313.9300807902932,28.8,90.6
1,261.30040781636757,27.8,90.9
1,251.17470264738046,27.4,84.2
1,319.12029863360306,24,89.6
0,241.64158634225197,28.5,87
1,292.06851935804383,27.9,93.8
1,292.6000523325312,26.6,86.7
1,321.3858905194813,27.9,90.9
1,291.21466738473185,27.8,84.2
1,305.18175936644707,28.5,84.4
1,311.78773729093325,26.1,88.3
1,329.0364616953568,27.6,89.1
1,321.0856778182422,26.6,88.5
1,342.94220540785005,27.9,88.8
1,313.7327385689928,27.4,84.4
1,285.0517496876664,25.8,88.9
1,285.44991898755205,29.4,93.8
1,316.71924475787705,26.1,85.9
1,270.8230799341149,27.5,85.7
1,317.21652404154486,27.3,88.9
1,337.2307092333081,27,91.1
1,301.59207963738044,27,85.8
1,287.9088614475074,26.9,85.6
1,313.7127069469772,28,91.5
1,299.68295330231916,26.4,86.7
1,333.72679132787647,26.6,91.5
1,311.85272365332963,27.5,90.6
1,343.2303098868163,30.3,92.8
1,280.5381045865249,28.7,94.3
1,314.03825901472584,25.5,92
1,341.3651719566599,28.8,91
1,300.23433452055417,28.8,91
1,303.9127722307834,28.6,90.9
1,324.48746990446335,26.7,90.9
1,305.473871632256,28,89.1
1,324.6776372419265,28.4,90.1
1,319.161189683207,27.9,87.7
1,337.69868225979206,26.7,85.7
1,287.5979007225192,27.4,82.5
1,325.2707151358696,27.8,87.2
1,319.49198835808073,27,83.2
1,321.1307259123612,27.8,85.9
1,297.4623442555377,28.1,90.8
1,337.31435264453245,26.8,84.4
1,276.4591210739845,29.1,92.2
1,325.1382263745683,25.7,84.3
1,329.8429787414006,28.1,93.8
1,346.45575565286833,26.1,91.1
1,293.21049712621135,28.1,86.7
1,335.49531293298264,28.6,88.4
1,314.20149784811656,26.3,85.4
1,311.8610307492746,27.5,85.3
1,303.65454570119647,27.9,84.3
1,312.59898532304936,26.1,90.4
1,306.379162558422,29.3,86.8
1,323.67407410850814,27,87.2
1,307.89357942315064,25.4,92.3
1,323.5393610134632,25.1,90.9
1,334.7203683673882,27.1,93.8
1,281.3230460698163,26.6,87.7
1,329.6725212237138,25.5,87.7
1,342.51895020567844,27.7,89.2
1,311.0877498793548,27.5,85.7
1,346.65621298341097,27,85.7
1,289.07787121293114,25.4,91.7
1,342.4660348122132,28.5,90.9
1,312.3072945833959,25.3,88.4
1,316.79994180081536,26.4,85.7
1,282.924854201606,27.9,85.4
1,284.803234707754,26.9,92.4
1,330.76286445125606,26.8,97.9
1,333.9491072753452,27.8,93.8
1,322.877259961119,27.3,93.9
1,334.5454275954164,27.7,91
1,304.49311363313296,24.5,83.6
1,341.45091978936006,28.6,88.9
1,299.2016982739236,26.7,85.6
1,323.59804155773253,25.3,88.9
1,321.5230512731552,25.6,93.8
0,196.57679955935805,26.1,88
1,304.3921997193753,27.4,84.2
1,272.8039967174235,25.9,91.5
1,294.10519376576815,28.8,89.1
1,308.60484948393145,27,91.2
1,334.2135217566758,28.4,84.6
1,310.4987479845933,25.3,91
1,309.23439734285705,26.6,91
1,329.214253944145,27.4,91.5
1,335.892216715422,26.7,87.2
1,317.02299305413163,29.2,85.6
1,236.1334170019144,28.5,84
1,266.0882760006536,28.1,87.2
1,293.3793533976105,28.6,86.8
1,291.4709612465709,26.9,87.6
1,309.9576674725115,27.5,89.7
1,327.064962966075,27,85.8
1,320.37281407759934,25.2,91.1
1,303.9310160217282,28.6,90.6
1,312.3408484732664,27.1,82
1,312.5867019724288,28.5,87.7
1,332.70998820293926,24.2,86.9
1,309.460072141787,26.4,86.7
1,340.64710845683106,25.6,83.6
1,287.4499130283396,27.9,90.9
1,326.40121112673586,27.9,86.7
1,289.46357715609065,26.9,86.7
1,314.5301833687826,24.2,86.9
1,273.89122841011175,27.4,90.8
1,303.10368791058943,27.5,91
1,309.17833041789976,28.1,84.3
1,316.01517467520455,28.3,96.3
1,309.827443910316,29,81.8
1,342.4403488200536,25.5,86.8
1,293.0755278081062,30.1,84.1
1,314.1385771041182,29.1,88.3
1,305.1206288093285,25.3,87.6
1,341.55415108734957,28.3,87.4
1,335.58910888167986,28,89.2
1,245.835595469818,27.1,90.4
1,301.90015423149424,28.7,88.3
1,295.8920675263195,26.9,87.6
1,289.5897324233026,28.1,93.8
1,293.3250841643108,29.7,90.9
1,314.20634641108063,24.3,94.3
1,311.92369459532887,28.5,85.8
1,339.1185015964184,27.8,86.7
1,276.07637077446526,27.9,86.8
1,296.81594570541523,27.8,85.4
1,285.3678065234409,28.4,87.6
1,302.3933210654627,30.3,88.4
1,257.5931542665682,28.8,81.8
1,326.4949664619656,26.1,96.1
1,293.41945764553515,27.1,92.3
1,288.33546976568806,26.7,93.8
1,326.44938543363804,27.6,91.1
1,369.92614550069317,28.4,91.9
1,283.78322052228526,28,84.2
1,337.62097091264934,28.3,90.6
1,335.1599189193123,24.9,96.3
1,330.4513825814624,26.7,90.6
0,284.80270034709997,28.8,87.6
1,323.9288203062519,28.2,96.1
1,320.2669862786359,27.8,87.4
1,348.70086123352206,27,91
1,287.4432911462712,27.4,82.4
1,284.08183900066547,28.7,91.7
1,330.5211982611706,28.1,91
1,309.9704038291398,25.5,85.6
1,349.98989449696984,25.1,94.3
1,333.91317172282976,28.2,89.2
1,302.18036211838785,26.6,89.8
1,270.3430008803631,26.9,88.9
1,292.14196891237657,28.5,93.2
1,334.42787432419567,26.6,93.2
1,318.1049276575262,28.5,87.4
1,319.29866993929056,28.3,90.6
1,302.13463265570863,28.1,88.1
1,301.7054544584835,28.7,96.1
1,341.05674839387063,28.8,86.9
1,350.3478137865284,28.7,85.8
1,320.55165047929484,28.4,86.2
1,292.7183629361165,26.4,90.2
1,302.8821810952239,25.4,82.7
1,313.7192465007527,28.2,90.2
1,285.8783668363173,27,91.7
1,331.7114747789109,25.7,87.4
1,289.5918517931747,28.4,89.8
1,310.6460385229465,27.9,89.2
1,308.54401023192787,26.8,88.9
1,355.23063018974034,28.1,93.8
1,304.7349473312833,25.4,85.4
1,299.3267800414791,24.5,88.2
1,255.6007788035866,28.2,88.3
1,340.36246579932987,27.9,90.6
1,308.26978849702414,26.1,89.4
1,262.78784813038834,28.2,86.9
1,350.0709106738234,28.2,87.4
1,302.59299500318906,26.1,94.3
1,314.1957401445793,27.1,88.1
1,280.7028733821583,26.9,91
1,302.9870149857911,27,92.4
1,298.8853302271625,27.2,96.1
1,258.7521304260122,27.1,85.1
1,338.8663942101665,27.6,91.9
1,311.60292139997665,28.2,88.7
0,310.2683566285805,25.8,92.4
1,267.52316021234503,28.7,84.3
1,293.00403687492087,26.1,91.2
1,352.6372294937107,27,86.2
1,321.0516410953229,26.6,82.2
1,316.4116671758486,26.4,86.2
1,305.51237699968885,27.5,91.9
1,309.2885060909959,25.4,91
1,286.4751472641214,27.3,86.2
1,286.0259472495459,28.4,91.2
1,336.1953022426102,27.9,91.9
1,280.4039630604389,26.9,90.6
1,274.10485448090844,25.8,84.4
1,245.1588388167965,24.5,85.7
1,303.56225473533436,26.4,85.9
1,294.08628410723276,24.2,92.4
1,306.7590300219376,27.1,92.3
1,340.93485539762577,26.4,85.4
1,283.54133406789214,29.2,90.9
1,315.40659671287796,28.2,92
1,304.8878984561375,25.7,93.9
1,335.3184307490419,26.6,93.8
1,293.83568537534717,29,87.4
1,305.4210740928006,28,85.6
1,236.1834694681235,28.6,91.9
1,308.53027606703375,28.6,91
1,284.10458571624645,25.6,87
1,284.5852354743654,29.5,91.1
1,280.58565982601465,29.3,88.1
1,285.157756776841,28,90.6
1,323.4285856259462,27.2,87.7
1,317.21045163266615,27.8,92.3
1,331.2018955637181,25.7,90.4
1,320.6770620499695,25.2,85.9
1,303.315064124748,26.3,89.6
1,280.7749910960733,29.3,88.1
1,305.9858095157356,28.3,92.3
1,290.76856024164647,27.7,90.6
1,319.2982040741852,26.3,87.4
1,306.64815750302495,25.6,87.7
1,343.0848519317051,29.1,85.7
1,290.44247709314146,28.4,90.6
1,309.37683837837636,28.2,89.5
1,298.68458384221975,26.1,86.1
1,330.59572082076323,28.1,92.6
1,300.5325200789425,27.8,89.5
1,302.91145261445627,26.1,82.7
1,326.68093091730964,25.8,90.8
1,342.1992639530365,26.9,92.4
1,289.5008344115782,29,85.7
1,322.75632449264265,28.8,92.4
1,330.98703902116773,27,86.8
1,331.9479816176023,26.7,80.1
1,292.6662145260364,27.7,86.7
1,290.60387127497114,26.8,91
1,279.99546090070817,29.1,90.1
1,308.3629405830085,29.1,92
1,334.5595201156291,24,89.6
1,280.8448693229057,27.9,85.1
1,334.8379132132442,25.9,92
1,330.0232766412091,27.8,87.4
1,334.6571753302176,25.6,89.8
1,316.9653579257519,27.6,86.2
1,256.11113920522865,26,88.4
1,332.7014774914593,26.6,89.5
1,319.7009931170062,25.5,85.4
1,349.50646006189925,26.9,88.4
1,340.57403838959897,28.1,93.2
1,313.5882899998021,27.8,91.5
1,333.6665897643934,27.3,88.3
1,287.80294148079867,25.2,83.8
1,326.96148282328306,27.9,88.9
1,261.82539625674207,29.2,85.6
1,317.8237375102747,26.3,89.7
1,343.73412145144977,29.1,90.9
1,316.10456537354855,29.5,90.3
1,320.4414084509054,28.4,87.4
1,290.544816895776,27.9,89.7
1,329.3846478662902,25.6,85.7
1,350.65724005073673,27.7,91.7
1,372.28364522229555,28.2,87.6
1,152.48785607385267,29.1,86.5
1,270.79000166180435,26.4,89.1
1,333.72635215847134,26.8,80.1
1,299.7515148001758,27.9,97.9
1,306.930712865298,29.5,85.8
1,314.3960420393361,27.3,90.6
1,336.37554998096994,26.3,85.8
1,348.18967711579273,28.5,92.5
1,336.95428566053295,28.9,89.5
1,349.7897734711523,25.3,96.1
1,262.08775367231493,28.2,90.8
1,293.70705324353384,25.9,91.1
1,283.1552941850108,27.5,86.7
1,308.7384582862977,26.2,91.5
1,364.85233314314985,28,86.1
1,313.74670715403533,28.1,87.4
1,313.6453620333003,27.9,83.2
1,300.8247101718873,26.7,93.8
1,264.28513129761956,25.5,93.2
1,327.77535180364004,27,85.4
1,323.87893668005023,27.4,91.1
1,302.8517789282408,27.5,89.8
1,298.08757102569706,27.8,86.7
1,238.48236963138388,26.9,87
1,282.97746045400856,27.8,91.9
1,309.1100390637613,26.2,89.5
1,302.961682808239,29.5,93.8
1,323.3770680258574,27.3,91.7
1,279.1959538120136,28.5,88.1
1,282.66448419460136,29,85.6
1,268.4635659638008,28.5,88
1,289.90611626869827,27,97.9
1,335.96090546371613,27,85.4
1,314.0439081561685,30.3,90.8
1,350.65965871482854,28.4,90.7
1,311.840466023895,24,87.7
1,286.8019721863851,27.7,88.9
1,299.9452720914268,28.3,89.7
1,285.93841666519734,29.3,85.6
1,289.0355903690755,28.9,89.8
1,311.20723903052124,26.7,90.3
1,333.5832776459276,30.1,87.7
1,357.7922660217797,25.9,91
1,339.3396685107711,26.6,90.7
1,296.92851938640047,27.9,91.9
1,298.14387466456526,28.9,92.8
1,315.71206917854755,28,85.9
1,317.4041469483346,27.8,88.1
1,291.1060728068036,26.9,89.8
1,337.7964050282358,28.1,89.4
1,317.14133284704474,29.3,89.1
1,333.1028069530487,26.3,89.7
1,278.86229576620786,29,86.8
1,288.93873269259007,27.9,89.7
1,314.189641180291,26.9,92.8
1,355.4540520587717,27.9,89.8
1,299.80232028788566,28.4,91.2
1,288.03862588201605,27.9,88.1
1,269.2358167109273,28.2,80.1
1,307.3467351786903,28.6,89.7
1,306.1339269829465,29.3,85.9
1,261.8223562837979,27.9,80.1
1,291.4877924116206,26.6,87.6
1,269.158133120662,27.9,92.3
1,343.8547113244197,28.8,84.2
1,293.21253490429086,27,90.9
1,292.4892188184037,26.5,85.9
1,344.0025236099294,28.4,88
1,306.9820047657517,28.4,87.4
1,282.22014456803043,27.3,94.3
1,337.84147632432587,28.5,92.8
0,224.30593644618506,27.6,92.3
1,293.6250425713039,27.6,84.1
1,258.3147885816838,28.1,91.2
1,318.96370091281545,25.8,91.1
1,279.95774904438707,30.3,95.5
1,304.69305559037605,27.9,91
1,301.27292962528185,28.4,89.2
1,291.6067225305343,25.6,91
1,339.1369422888046,27.6,91
1,325.62447792664483,29,90.7
1,301.36222494698967,28.4,95.5
1,332.81482276184755,28.5,93.8
1,308.14709251427314,25.8,86.9
1,322.1938091040857,27.9,90.6
1,300.4131862951425,28.4,88.1
1,293.5895519258136,25.8,85.7
1,307.08432168542896,27.9,89.1
1,280.5642551181458,26.4,85.7
1,297.67160806835443,27.4,85.8
1,333.1734270616431,28.2,84.4
0,287.0319810143114,26.7,92.6
1,298.54761973594776,27.8,87.7
1,330.32976894309724,26.6,90.7
1,282,29.2,91.9
1,310,27.5,93.8
1,350,24.7,80.1
1,306,24,91.5
1,300,27.8,86.7
1,326,25.3,85.6
1,342,26.7,82.1
1,293,27.6,86.7
1,331,25.1,86.2
1,377,26.2,88.1
1,350,26.4,90.6
1,322,28.3,84
1,280,28.7,85.6
1,336,24,84.9
1,235,26.2,84.9
1,340,29.1,89.5
1,236,28.4,88.4
1,300,25.7,88.4
1,344,26.8,94.3
1,257,28.2,87
1,308,27.2,88.7
1,315,25,88.9
1,300,26.3,86.7
1,348,28.4,82
1,337,27.3,89
1,309,27.9,92.4
1,266,28.6,90.1
1,228,27.9,85.6
1,350,26.8,86.9
1,329,26.4,84.4
1,291,29.1,89.5
1,374,28.1,89.5
1,313,27.8,92.4
1,309,28.5,86.1
1,274,28,80.1
1,345,29.3,82.3
1,314,26.9,93.2
1,310,25.9,88.9
1,269,23.1,85.1
1,320,24,91.2
1,355,25.8,89.1
1,340,26.4,85.6
1,305,26.1,82.5
1,340,27.4,92.4
1,246,27.9,84.3
1,283,29.4,82
1,351,28.6,85.3
1,338,27.6,88.1
1,306,26.1,82.5
1,262,29.2,88.3
1,316,26.2,85.6
1,306,26.4,96.3
1,315,28.5,85.7
1,274,27.9,88.2
1,317,26.2,91.5
1,331,28.3,92.3
1,289,24,84.3
1,326,28.2,82.3
1,265,26.3,92.3
1,353,27.8,90.6
1,286,28.4,85.9
1,289,28.7,89.6
1,385,28.2,94.3
1,365,28.8,87.9
1,390,27.5,93.8
1,297,27.6,91
1,330,27.5,78.4
1,336,29.3,87.5
1,264,30,84.2
1,334,28.2,88.7
1,381,25.8,92
1,259,27.5,85.4
1,284,29.1,86.1
1,315,28.5,82.2
1,394,26.6,93.8
1,348,26.2,84.2
1,329,27.3,92.2
1,284,24.8,94.3
1,252,28.9,91.4
1,366,27.8,89.5
1,254,30,84.2
1,284,24.3,85.4
1,297,28.2,90.1
1,288,25.5,84.4
1,302,28.4,82.5
1,324,28.2,84.9
1,239,28.3,88.9
1,272,26.8,92
1,289,25.3,91.2
1,313,28.5,82.3
1,297,28.2,91
1,362,27.4,85.9
1,318,25.3,91.2
1,328,27.7,84
1,362,28.4,90.8
1,377,26.6,90.2
1,269,27.3,86.1
1,286,26.6,86.9
1,340,28.2,90.7
1,302,29,86.8
1,343,25.6,86.2
1,257,27.8,84.3
1,305,26,92.3
1,289,28.3,79.2
1,276,26.6,96.3
1,301,27.7,90.6
1,289,26.7,87
1,320,25.6,85.7
1,250,26.9,90.1
1,302,25.5,87.7
1,311,30.3,83.6
1,369,26.4,86.2
1,325,27.9,88.8
1,294,28.3,92.5
1,294,28.8,84
1,381,30.3,83.6
1,318,26.6,89.7
1,296,27.5,88.7
1,347,27.9,88.1
1,332,25.7,88.1
1,283,28.7,82.6
1,287,28.2,91.2
1,329,26.6,85.7
1,282,27.4,82.5
1,298,27.9,87.4
1,361,27.8,85.4
1,265,28,91.5
1,260,30.3,90.1
1,311,26.2,93.2
1,321,24.9,88.8
1,298,29.5,91.2
1,325,28.7,84.4
1,306,26.3,84.4
1,362,27.2,89.4
1,292,28.7,85.3
1,254,27.1,85.1
1,354,28.8,84
1,378,28.6,90.2
1,309,29.1,85.8
1,325,25.5,87.4
1,261,28,85
1,290,25.3,86.8
1,280,28.3,88.4
1,339,29.1,86.2
1,363,27.1,88.2
1,349,27.9,86.7
1,311,29.3,88.1
1,307,26.6,90.9
1,271,25.2,87.2
1,378,29.4,89.5
1,306,28.2,90.6
1,286,28.2,87
1,290,28.5,92.4
1,313,28.4,92.2
1,308,29.1,92.2
1,352,28.1,84
1,361,25.6,87
1,286,29.1,85.1
1,317,27.9,93.8
1,298,27.5,85.3
1,297,26.8,86.5
1,364,27.1,85.6
1,368,28.2,82.5
1,325,29.7,89.7
1,291,28.8,89.2
1,325,25.7,91.7
1,326,28.2,83.8
1,350,27.9,86.9
1,314,25.5,87.7
1,334,24,80.1
1,336,28,91.9
1,287,28.5,90.6
1,313,28.2,89.8
1,263,27,85.4
1,307,27.9,86.2
1,254,27.8,88.1
1,350,25.2,92.3
1,285,27.6,91.9
1,306,28.2,90.9
1,334,29,88.4
1,349,27.4,89.5
1,328,28.4,85.7
1,305,28.7,89.2
1,331,27.2,83.6
1,250,25.5,91.2
1,373,26.4,90.4
1,329,26.1,90.4
1,373,27.9,93.2
1,305,25.6,88.1
1,286,27,90.6
1,371,24.2,84
1,388,28.6,91.4
1,305,26.3,92.2
1,285,26.4,82.5
1,324,29.1,92.5
1,283,27.3,92.4
1,336,28.1,92.8
1,313,26.2,89.5
1,311,27.6,85.6
1,291,28.5,88.4
1,343,29.7,88.1
1,285,27.9,86.2
1,367,26.7,84
1,276,27.8,90.8
1,321,26.9,91.2
1,267,28.2,85.8
1,356,25.5,88.9
1,295,28.7,92
1,360,27,86.2
1,289,25.6,88.9
1,317,26.7,92
1,293,27.1,92.3
1,365,28.4,85.1
1,288,26.7,85.4
1,315,24.5,86.8
1,253,28.6,93.8
1,304,25.8,89.1
1,293,27,87.4
1,335,28.2,91.7
1,276,27.3,85.8
1,309,26.8,90.6
1,295,27.1,86.1
1,301,28.5,85.7
1,340,25.6,88.9
1,299,26.9,86.8
1,280,29.3,91.2
1,288,26.4,88.4
1,273,27.6,76.6
1,291,26,85.1
1,290,27.1,92.4
1,298,29.2,85.6
1,319,28.8,95.9
1,330,27,89.2
1,310,29.1,88.1
1,285,26.5,91.2
1,280,25.8,89.1
1,307,26.9,88.1
1,385,26.4,91.2
1,340,27.9,93.8
1,318,26.2,85.1
1,278,27.1,80.1
1,317,28.5,90.2
1,335,28.6,91.7
1,386,26.9,95.5
1,263,29.4,85.6
1,317,26.9,91.7
1,254,28.2,82.3
1,387,29,82.2
1,279,26.7,86.5
1,299,25.6,86.1
1,299,25.6,82.1
1,285,26.1,89.1
1,286,27.5,95.5
1,303,28.8,86.7
1,272,29.1,84.3
1,325,28.3,76.6
1,366,27.6,86.1
1,315,26.1,93.8
1,321,27.1,92.3
1,315,28.4,92.8
1,289,28.1,85.6
1,322,29.3,79.2
1,363,28.1,85.6
1,323,28.1,84
1,335,27.8,90.6
1,318,29.3,86.9
1,269,28.7,85.9
1,318,26.3,84
1,351,26.7,84.9
1,314,22.1,88.7
1,344,28.9,87
1,353,25.4,90.2
1,286,28.8,88.9
1,300,29.4,91
1,316,25.5,91.1
1,347,29.5,87.6
1,321,27.1,96.1
1,340,27.9,83.6
1,347,29.3,90.4
1,248,26.9,82
1,316,27.6,82.3
1,297,26.3,85.4
1,276,26.7,85.8
1,342,27,93.2
1,301,27.9,84.2
1,280,28.2,84.6
1,281,26.4,92.5
1,308,24.7,88.3
1,305,28.7,93.8
1,268,27,81.8
1,321,26.3,84.2
1,299,29.3,97.9
1,377,24.9,86.2
1,301,28.7,87
1,281,28.3,86.2
1,390,28.6,87.6
1,361,27.1,89.1
1,327,28.1,92
1,361,25.7,89.2
1,340,27.3,90.8
1,292,28.4,85.7
1,317,28.7,86.1
1,344,28,87.4
1,314,26.9,93.2
1,299,28.4,86.1
1,361,27.9,91.5
1,326,25.8,92.4
1,304,26.8,84.3
1,275,27.8,89.6
1,327,28.2,81.8
1,340,25.3,94.3
1,310,28.2,86.1
1,279,29.1,91.4
1,314,28.7,93.9
1,344,28.4,92
1,321,28.1,87
1,308,26.6,81.8
1,268,27.9,89.6
1,336,26.1,94.3
1,314,25.4,88.8
1,390,28.9,93.8
1,328,29.5,88.9
1,284,28.4,92.3
1,317,28.1,93.8
1,253,28.8,89.8
1,352,28.6,86.6
1,278,27.3,88.2
1,289,26.4,81.8
1,308,28.6,86.2
1,386,28.8,93.2
1,345,25.5,89.8
1,306,25.7,81.8
1,293,27.9,90.8
1,272,27.7,92.8
1,302,27.5,90.6
1,294,28.7,96.1
1,279,27,92
1,341,26,88.1
1,296,29.3,82.2
1,334,25.7,86.1
1,286,29.3,88.9
1,360,26.3,88.8
1,373,26.4,83.8
1,337,28.1,91.5
1,338,28.3,81.8
1,266,28.7,86.9
1,274,25.2,90.6
1,292,25.4,90.8
1,307,30.3,89.8
1,306,28.5,86.8
1,373,29.4,91.7
1,299,27.8,85.6
1,275,26.8,93.2
1,278,25.5,89.5
1,297,29,86.9
1,277,27.5,90.6
1,278,27.1,90.6
1,388,28.4,87.4
1,315,26.4,96.2
1,316,28.2,92
1,295,29.2,90.9
1,356,28.5,87.4
1,290,27.6,86.1
1,303,29.4,87.4
1,332,28.6,84.9
1,306,27.9,89.6
1,336,28.4,85.6
1,274,29.9,84.9
1,341,27.7,87.4
1,319,27.9,90.7
1,349,28,87
1,313,27.5,88.4
1,275,28.4,86.8
1,288,25.3,86.9
1,320,29.4,96.1
1,379,29.4,92.4
1,308,24.4,89.5
1,278,27.1,81.8
1,281,27.9,92.8
1,358,26.3,83.2
1,270,29.5,82.9
1,377,28.4,92.8
1,298,27.5,82.2
1,278,26.8,84.6
1,354,26.1,85.6
1,346,25.5,81.8
1,305,26.3,88.9
1,230,27.7,82.2
1,295,28.1,90.8
1,325,28.8,87
1,286,28,88.9
1,293,25.5,93.2
1,273,25,82.2
1,331,24.4,89.1
1,328,29.2,87
1,297,29.1,85.1
1,303,26.9,82.2
1,262,28.4,90.1
1,384,27.9,89.6
1,306,29.1,92
1,359,27.3,87
1,336,29.1,91.7
1,375,27.6,86.2
1,296,27,90.8
1,312,26.6,85.6
1,333,29.5,82.4
1,350,27.9,93.8
1,323,29.4,86.9
1,328,27.8,90.6
1,302,27.8,91.5
1,303,25.3,86.7
1,322,29.4,92.2
1,279,28.5,86.8
1,278,26.6,87
1,350,26.9,93.2
1,295,28.4,86.7
1,339,27.9,86.1
1,390,28.6,85.7
1,355,28.9,86.2
1,268,28.1,88.9
1,345,29.4,91
1,363,26.6,82.2
1,296,25.9,91.9
1,280,26.8,86.7
1,363,27.7,94.3
1,347,29.3,92
1,275,28.5,82.7
1,329,27.9,85.6
1,298,27.9,85.7
1,318,27.8,93.8
1,297,27.1,85.7
1,352,28.7,90.9
1,296,27,92.6
1,335,29.1,87.4
1,293,26.3,85.7
1,288,26.9,90.6
1,282,27.7,89.7
1,325,27.9,86.2
1,360,28.2,90.9
1,215,26.4,85.8
1,326,29.4,87.7
1,285,27.3,85.1
1,261,26.4,88.4
1,319,29.2,91.3
1,334,28.2,92.3
1,314,26.4,90.8
1,302,29.2,84.1
1,345,29.4,85.6
1,333,27.9,88.1
1,345,25.5,89.9
1,312,28.6,92.3
1,291,28.2,91.9
1,328,27,97.9
1,316,29.4,89.7
1,362,27.3,93.9
1,281,23.9,92
1,313,27.4,90.6
1,341,25.5,90.8
1,299,27.7,82.6
1,315,28.6,84.6
1,282,28.2,85.1
1,329,28.5,87.7
1,364,26.4,86.2
1,333,24.8,93.2
1,284,27.9,89.5
1,347,27.9,85.4
1,364,27.8,90.6
1,307,28.2,90.6
1,383,26.9,90.8
1,302,28.2,85.7
1,281,26.3,85.8
1,389,27.5,96.1
1,335,25.7,90.1
1,283,27.8,89.5
1,323,28.3,86.9
1,263,28.8,91.7
1,323,28.3,89.5
1,313,28.8,86.2
1,268,26.8,85.9
1,308,25.6,87
1,335,25.3,85.7
1,297,27.7,85.1
1,323,27.9,88.1
1,299,27.6,87
1,296,27.5,93.3
1,294,26,88.7
1,312,26.3,93.8
1,361,28.2,78.4
1,315,27.8,88.3
1,337,26.1,93.3
1,276,27.1,90.9
1,274,27.8,93.9
1,281,25.9,89.7
1,348,27.2,85.7
1,346,24.8,94.3
1,303,28.6,86.9
1,311,28.7,84.6
1,336,28.7,88.9
1,295,28.3,86.2
1,356,28.1,92.8
1,288,29.3,85.6
1,322,26.7,87.7
1,254,29.4,88.1
1,339,28.5,92.2
1,212,27.7,87.3
1,336,29.3,91.2
1,310,27.6,84.7
1,273,26.9,84.7
1,281,28.4,88.1
1,288,30.1,92.4
1,332,28.1,84.2
1,328,27.3,82.6
1,286,30.3,93.9
1,277,27.8,93.8
1,254,28.5,83.6
1,309,27,82.6
1,289,27.8,92.6
1,289,27.8,85.6
1,294,27.9,86.5
1,297,27.8,89.9
1,346,27.7,93.8
1,273,28.9,86.7
1,284,26.8,94.3
1,305,27.5,84.1
1,333,29.4,93.8
1,370,27.1,85.1
1,330,28.7,95.5
1,364,27.3,93.8
1,329,27.9,97.9
1,334,29.1,86.1
1,325,28.1,90.6
1,317,25.8,85.8
1,295,27.9,88.4
1,397,27.7,92.3
1,372,24,87.4
1,257,28.3,89.9
1,350,25.5,93.8
