batter_name,description,bb_type,events,Bases,outs_when_up,on_1b,on_2b,on_3b,delta_run_exp,hard_hit,chase,whiff,height,width,plate_x,plate_z,release_speed,release_spin_rate,launch_speed,p_throws,pitch_name,called_strike,line_drive,fly_ball,ground_ball,game_year
Cody Bellinger,hit_into_play,line_drive,line_drive,No Runners,2,NA,NA,NA,-0.124,1,0,0,High,Middle,0.07,3.09,89.4,2159,96,R,Sinker,0,1,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.035,NA,NA,NA,Low,Right Out Of Zone,1.51,1.69,90.6,2153,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.016,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.13,1.61,89.1,2073,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,2,NA,NA,NA,-0.029,0,0,0,Middle,Left,-0.33,2.5,91.1,2358,74.5,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,2,NA,NA,NA,-0.022,NA,NA,NA,Low Out Of Zone,Left,-0.53,1.63,89.2,2250,NA,R,Sinker,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.018,NA,NA,NA,Middle,Left Out Of Zone,-1.21,2.85,82.3,1719,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,hit_into_play,fly_ball,fly_ball,No Runners,0,NA,NA,NA,-0.286,0,0,0,Middle,Left,-0.34,2.4,88.2,2168,90.2,R,Sinker,0,0,1,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.05,NA,NA,NA,High,Left Out Of Zone,-1.42,3.09,89.6,2338,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,-0.046,0,0,0,Low,Middle,0.06,2.04,87.6,2159,66.4,R,Sinker,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.036,NA,NA,NA,Middle,Left Out Of Zone,-1.3,2.32,87.1,2141,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,hit_into_play,line_drive,double,No Runners,1,NA,NA,NA,0.416,1,0,0,Low,Middle,0.02,2.11,70.6,2372,96,R,Curveball,0,1,0,0,2017
Cody Bellinger,called_strike,called_strike,strikeout,1st,2,457759,NA,NA,-0.143,NA,NA,NA,Low,Left Out Of Zone,-0.95,1.85,71.1,2266,NA,R,Slider,1,0,0,0,2017
Cody Bellinger,foul,foul,NA,1st,2,457759,NA,NA,-0.053,0,1,0,High,Left Out Of Zone,-0.9,3.21,80.8,1813,87.8,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,1st,2,457759,NA,NA,-0.032,NA,NA,NA,Middle,Left Out Of Zone,-0.9,2.35,79.9,1759,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,ball,ball,walk,1st & 3rd,2,571771,NA,518735,0.095,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-1.17,4.8,89.2,2091,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,1st & 3rd,2,571771,NA,518735,-0.043,NA,0,0,Middle,Middle,-0.14,2.33,81.5,2174,NA,R,Cutter,0,0,0,0,2017
Cody Bellinger,blocked_ball,blocked_ball,NA,1st & 3rd,2,571771,NA,518735,0.144,NA,NA,NA,Low Out Of Zone,Left,-0.28,0.86,78.5,2392,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 3rd,2,571771,NA,518735,0.028,NA,NA,NA,Low Out Of Zone,Right,0.32,1.64,79,2366,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 3rd,2,571771,NA,518735,0.08,NA,NA,NA,High Out Of Zone,Right Out Of Zone,1.38,3.7,90.3,2190,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,walk,3rd,2,NA,NA,571771,0.18,NA,NA,NA,High Out Of Zone,Right Out Of Zone,1.22,3.67,92.8,2266,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,3rd,2,NA,NA,571771,-0.087,NA,0,0,Low,Middle,-0.18,2.17,77,2335,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,3rd,2,NA,NA,571771,-0.046,NA,NA,NA,Middle,Middle,0.06,2.74,76.6,2315,NA,R,Curveball,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,3rd,2,NA,NA,571771,0.061,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-0.71,5.84,89.4,2212,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,571771,NA,0.014,NA,NA,NA,High,Right Out Of Zone,1.17,3.49,88.1,2101,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,2,NA,571771,NA,0.031,NA,NA,NA,High Out Of Zone,Right,0.56,3.95,90,2021,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,hit_into_play,ground_ball,force_out,1st,0,571771,NA,NA,-0.731,0,1,0,Low,Left Out Of Zone,-1.1,1.87,82.1,1694,47.7,R,Changeup,0,0,0,1,2017
Cody Bellinger,ball,ball,NA,1st,0,571771,NA,NA,0.122,NA,NA,NA,Low Out Of Zone,Left,-0.43,1.09,77.2,2314,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st,0,571771,NA,NA,0.065,NA,NA,NA,Middle,Right Out Of Zone,1.66,2.92,90,2174,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,hit_into_play,fly_ball,fly_ball,1st & 2nd,1,457759,621035,NA,-0.551,1,0,0,Low,Left,-0.37,2.21,84.8,2145,98,R,Cutter,0,0,1,0,2017
Cody Bellinger,blocked_ball,blocked_ball,NA,1st & 2nd,1,457759,621035,NA,0.093,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1,0.52,85.4,NA,NA,R,Cutter,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,1,457759,621035,NA,-0.096,NA,NA,NA,Low,Right Out Of Zone,0.79,1.87,92.1,2239,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,blocked_ball,blocked_ball,NA,1st & 2nd,1,457759,621035,NA,0.068,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.57,0.49,85.3,2285,NA,R,Cutter,0,0,0,0,2017
Cody Bellinger,hit_into_play,line_drive,single,1st,1,621035,NA,NA,0.506,0,0,0,Low,Left,-0.4,1.84,84,NA,82.2,R,Cutter,0,1,0,0,2017
Cody Bellinger,ball,ball,NA,1st,1,621035,NA,NA,0.023,NA,NA,NA,High Out Of Zone,Right Out Of Zone,0.8,4.21,91.7,2104,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,1st,1,621035,NA,NA,-0.046,0,0,0,High,Left,-0.47,3.43,90.9,2205,77.1,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,hit_into_play,fly_ball,fly_ball,2nd,1,NA,457759,NA,-0.352,1,0,0,Middle,Middle,0.17,2.83,93.9,1889,103.7,L,4-Seam Fastball,0,0,1,0,2017
Cody Bellinger,foul,foul,NA,2nd,1,NA,457759,NA,0,NA,0,0,Low,Right,0.42,1.81,84.8,1349,NA,L,Split-Finger,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,2nd,1,NA,457759,NA,-0.107,0,0,0,High,Middle,-0.18,3.08,93.7,1875,79.1,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,1,NA,457759,NA,0.091,NA,NA,NA,High Out Of Zone,Right,0.34,4.07,93.4,1804,NA,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd,1,NA,457759,NA,0.047,NA,NA,NA,High Out Of Zone,Right,0.4,4.13,93.1,1893,NA,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,blocked_ball,blocked_ball,NA,2nd,1,NA,457759,NA,0.041,NA,NA,NA,Low Out Of Zone,Right,0.46,0.62,88.7,2075,NA,L,Cutter,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,2nd,1,NA,457759,NA,-0.061,NA,0,0,Middle,Left,-0.25,2.32,94.5,1899,NA,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,1st & 2nd,1,457759,608369,NA,-0.633,NA,1,1,High Out Of Zone,Right,0.48,3.88,92.9,1928,NA,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,1st & 2nd,1,457759,608369,NA,-0.132,NA,1,1,Low Out Of Zone,Left,-0.64,1.63,84,1245,NA,L,Split-Finger,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,1,457759,608369,NA,0.221,NA,NA,NA,High,Right Out Of Zone,1.06,3.39,92.5,1875,NA,L,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,1st & 2nd,1,457759,608369,NA,-0.106,NA,0,0,Low,Right,0.36,1.87,84.3,1461,NA,L,Split-Finger,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,1,457759,608369,NA,0.104,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.15,1.2,87.5,2035,NA,L,Cutter,0,0,0,0,2017
Cody Bellinger,blocked_ball,blocked_ball,NA,1st & 2nd,1,457759,608369,NA,0.068,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.4,0.8,88,1994,NA,L,Cutter,0,0,0,0,2017
Cody Bellinger,ball,ball,walk,1st & 2nd,0,592626,624577,NA,0.507,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,0.72,1.12,84.5,1966,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,0,592626,624577,NA,0.26,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,0.86,1.42,84.9,1827,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,0,592626,624577,NA,-0.193,NA,NA,NA,Middle,Middle,0.12,2.55,93.8,1990,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,0,592626,624577,NA,0.168,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-0.97,4.05,93.4,1998,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st & 2nd,0,592626,624577,NA,0.075,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-1.38,3.98,94.5,1994,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike_blocked,swinging_strike_blocked,strikeout,No Runners,2,NA,NA,NA,-0.089,NA,1,0,Low Out Of Zone,Middle,-0.22,0.71,83.4,1682,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.016,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-1.04,4.16,95.1,2244,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,2,NA,NA,NA,-0.029,NA,1,1,Low Out Of Zone,Left Out Of Zone,-0.88,1.46,83.2,1648,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.014,NA,NA,NA,High,Left Out Of Zone,-2.2,3.53,93.8,2228,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,2,NA,NA,NA,-0.018,0,1,0,High,Left Out Of Zone,-1,3.25,94.5,2085,75.7,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,0,NA,NA,NA,-0.216,0,0,0,Low,Left,-0.39,2.14,84.6,1762,90.7,R,Changeup,0,0,0,1,2017
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,0,NA,0,0,Low,Left,-0.48,1.67,96.6,2254,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.043,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-1.48,3.7,96.1,2218,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.062,NA,NA,NA,Low,Right,0.6,2.28,95.9,2083,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.027,NA,NA,NA,Middle,Left Out Of Zone,-1.79,2.82,95.1,2046,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.037,NA,NA,NA,Middle,Left Out Of Zone,-0.98,2.65,83.3,1613,NA,R,Changeup,1,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,strikeout,No Runners,0,NA,NA,NA,-0.216,NA,1,1,Middle,Left Out Of Zone,-0.96,2.98,83.8,1687,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.043,NA,NA,NA,Low Out Of Zone,Left,-0.59,-0.01,84.7,1785,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,0,0,1,0,High,Left Out Of Zone,-0.8,3.28,95.8,2166,78.7,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.021,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.73,0.15,83.6,1677,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,0,NA,NA,NA,-0.056,NA,1,1,Low Out Of Zone,Left Out Of Zone,-1.14,0.99,83.9,1771,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.037,NA,NA,NA,Low,Right,0.53,1.97,93.7,2024,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,hit_into_play,ground_ball,ground_ball,2nd,1,NA,608369,NA,-0.187,0,1,0,High Out Of Zone,Left Out Of Zone,-0.97,3.86,97.1,2214,82.3,R,4-Seam Fastball,0,0,0,1,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,2nd,1,NA,608369,NA,-0.087,NA,0,1,Middle,Left,-0.31,2.88,96.4,2279,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,2nd,1,NA,608369,NA,-0.061,NA,NA,NA,High,Right,0.43,3,97.5,2239,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,hit_into_play,popup,popup,2nd & 3rd,2,NA,621035,624577,-0.55,0,0,0,High,Middle,0.13,3.03,87.7,2521,75.1,R,Cutter,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,2nd & 3rd,2,NA,621035,624577,0.04,NA,NA,NA,High Out Of Zone,Right,0.53,4.15,91.1,2216,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,2nd & 3rd,2,NA,621035,624577,-0.074,0,0,0,High,Middle,0.16,3.26,90.7,2249,72,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,hit_into_play,line_drive,double,No Runners,0,NA,NA,NA,0.657,1,0,0,Low,Left,-0.46,2.15,67.6,2302,101.8,R,Curveball,0,1,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.043,NA,NA,NA,High Out Of Zone,Middle,0.13,4.69,89.7,2095,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,-0.062,NA,1,0,Low Out Of Zone,Right,0.44,1.41,73.8,2631,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.046,NA,NA,NA,Middle,Left Out Of Zone,-0.92,2.41,67.1,2342,NA,R,Curveball,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.036,NA,NA,NA,High Out Of Zone,Middle,0.02,3.72,81.4,2300,NA,R,Cutter,0,0,0,0,2017
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,2,NA,NA,NA,-0.073,0,0,0,High,Right,0.39,2.99,91.6,2057,56.8,R,4-Seam Fastball,0,0,0,1,2017
Cody Bellinger,foul,foul,NA,No Runners,2,NA,NA,NA,0,0,1,0,High,Right Out Of Zone,1.22,3.4,84.3,2451,35.3,R,Cutter,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.01,NA,NA,NA,High Out Of Zone,Middle,0.07,4.05,91.9,2292,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,2,NA,NA,NA,-0.025,NA,NA,NA,High,Left Out Of Zone,-0.93,3.08,72,2663,NA,R,Curveball,1,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,2,NA,NA,NA,-0.018,0,0,0,High,Right,0.59,3.34,90,2208,51.7,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,hit_into_play,line_drive,double,No Runners,0,NA,NA,NA,0.55,1,0,0,Middle,Right,0.54,2.61,89.9,2313,110,R,4-Seam Fastball,0,1,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.107,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.84,0.3,85.4,2672,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.069,NA,NA,NA,Low,Left,-0.67,1.98,89.9,2441,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.061,NA,NA,NA,Low,Left,-0.6,1.99,89.8,2426,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.065,NA,NA,NA,Low Out Of Zone,Middle,-0.01,0.76,86.5,1645,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.036,NA,NA,NA,Middle,Right Out Of Zone,1.07,2.81,90.2,2302,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,strikeout,1st,1,457759,NA,NA,-0.274,NA,NA,NA,Low Out Of Zone,Left,-0.58,1.55,92.1,2507,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st,1,457759,NA,NA,0.058,NA,NA,NA,High Out Of Zone,Right,0.45,5,92.2,2490,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,1st,1,457759,NA,NA,-0.074,NA,NA,NA,Middle,Left Out Of Zone,-0.71,2.36,91.7,2417,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,1st,1,457759,NA,NA,0.023,NA,NA,NA,Low Out Of Zone,Middle,0,1.3,88.6,1862,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,1st,1,457759,NA,NA,-0.046,NA,0,1,Low,Right,0.5,1.85,88.5,1903,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,hit_into_play,fly_ball,home_run,No Runners,0,NA,NA,NA,0.964,1,1,0,Middle,Right Out Of Zone,0.79,2.93,90.7,2328,102.8,R,4-Seam Fastball,0,0,1,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.036,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.22,1.31,90.7,2289,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,hit_into_play,popup,popup,No Runners,1,NA,NA,NA,-0.223,0,0,0,High,Middle,-0.2,3.57,91.3,2440,91.9,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,1,NA,NA,NA,-0.054,NA,0,1,Low,Left,-0.65,1.85,92,2454,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.072,NA,NA,NA,Low Out Of Zone,Middle,-0.04,0.74,88.2,1757,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.038,NA,NA,NA,Low Out Of Zone,Middle,-0.18,1.44,91.2,2467,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.021,NA,NA,NA,Low,Left Out Of Zone,-1.21,1.71,83,2804,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,1,NA,NA,NA,-0.026,NA,1,1,Low Out Of Zone,Middle,-0.08,1.1,73.8,2658,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,hit_into_play,fly_ball,fly_ball,2nd,2,NA,457759,NA,-0.325,1,0,0,Middle,Middle,0.19,2.63,90.8,2473,105.2,R,4-Seam Fastball,0,0,1,0,2017
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,0,NA,NA,NA,-0.216,1,0,0,High,Left,-0.55,3.26,81.8,2668,101,R,Slider,0,0,0,1,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.069,NA,NA,NA,Middle,Left,-0.28,2.32,90.8,2379,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.05,NA,NA,NA,Middle,Left Out Of Zone,-1.92,2.81,89.9,2317,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.027,NA,NA,NA,Middle,Left Out Of Zone,-1.26,2.84,81.5,2474,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.037,NA,NA,NA,Low,Left,-0.45,1.86,88,2213,NA,R,Changeup,1,0,0,0,2017
Cody Bellinger,hit_into_play,line_drive,single,No Runners,0,NA,NA,NA,0.459,1,0,0,Middle,Left,-0.42,2.59,91.7,2436,100.5,R,4-Seam Fastball,0,1,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.062,NA,NA,NA,Middle,Left,-0.44,2.69,91.2,2375,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,0,NA,NA,NA,-0.046,NA,1,1,Low Out Of Zone,Left,-0.28,1.4,74.2,2538,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.036,NA,NA,NA,High,Left Out Of Zone,-1.61,3.32,91.1,2435,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,hit_into_play,fly_ball,fly_ball,No Runners,2,NA,NA,NA,-0.124,0,1,0,Middle,Left Out Of Zone,-1.06,2.79,88.9,1576,94.6,R,4-Seam Fastball,0,0,1,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.035,NA,NA,NA,Low Out Of Zone,Left,-0.24,1.61,93.4,2392,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,2,NA,NA,NA,-0.033,NA,0,1,Middle,Left,-0.67,2.51,85.9,2539,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.02,NA,NA,NA,Low,Left Out Of Zone,-1.63,1.95,89.3,1526,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,2,NA,NA,NA,-0.022,NA,NA,NA,Low,Left,-0.39,1.85,92.2,2336,NA,R,4-Seam Fastball,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.018,NA,NA,NA,Low,Left Out Of Zone,-1.13,2.19,88.9,1431,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,swinging_strike_blocked,swinging_strike_blocked,strikeout,No Runners,0,NA,NA,NA,-0.216,NA,1,0,Low Out Of Zone,Middle,-0.04,0.74,85.3,2741,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,0,0,0,0,Middle,Left,-0.45,2.93,95.1,2378,76,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.043,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.63,0.71,89.3,1737,NA,R,Sinker,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.021,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,0.96,0.34,83.8,2634,NA,R,Slider,0,0,0,0,2017
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,0,NA,NA,NA,-0.056,NA,0,1,High,Left,-0.33,3.19,90.2,2279,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.037,NA,NA,NA,Middle,Left Out Of Zone,-0.8,2.87,74.1,2509,NA,R,Curveball,1,0,0,0,2017
Cody Bellinger,hit_into_play,fly_ball,home_run,No Runners,2,NA,NA,NA,0.946,1,0,0,Low,Left,-0.48,2.16,87.1,1733,104,R,Changeup,0,0,1,0,2017
Cody Bellinger,called_strike,called_strike,NA,No Runners,2,NA,NA,NA,-0.024,NA,NA,NA,Low,Left Out Of Zone,-0.82,1.99,90.3,2423,NA,R,Sinker,1,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.04,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.13,1.29,87.6,1639,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.02,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-0.72,0.97,89.9,2378,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.018,NA,NA,NA,High,Left Out Of Zone,-1.66,3.31,72.8,2627,NA,R,Curveball,0,0,0,0,2017
Cody Bellinger,hit_into_play,fly_ball,fly_ball,1st & 3rd,1,457759,NA,608369,-0.333,0,0,0,Middle,Left,-0.54,2.93,87.6,2086,85.7,R,Changeup,0,0,1,0,2017
Cody Bellinger,hit_into_play,ground_ball,ground_ball,1st & 3rd,1,608369,NA,621035,-0.662,0,0,0,Low,Middle,-0.14,2.11,88.5,1961,50.7,R,Changeup,0,0,0,1,2017
Cody Bellinger,ball,ball,NA,1st & 3rd,1,608369,NA,621035,0.019,NA,NA,NA,Low Out Of Zone,Left,-0.3,1.21,88.8,1929,NA,R,Changeup,0,0,0,0,2017
Cody Bellinger,ball,ball,walk,No Runners,0,NA,NA,NA,0.162,NA,NA,NA,High Out Of Zone,Middle,-0.03,4.08,91.5,2245,NA,R,4-Seam Fastball,0,0,0,0,2017
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.128,NA,NA,NA,Middle,Left Out Of Zone,-1.36,2.54,83.5,2187,NA,R,Slider,0,0,0,0,2017
