batter_name,description,bb_type,events,Bases,outs_when_up,on_1b,on_2b,on_3b,delta_run_exp,hard_hit,chase,whiff,height,width,plate_x,plate_z,release_speed,release_spin_rate,launch_speed,p_throws,pitch_name,called_strike,line_drive,fly_ball,ground_ball,game_year
Cody Bellinger,called_strike,called_strike,NA,No Runners,1,NA,NA,NA,-0.037,NA,NA,NA,Middle,Left,-0.43,2.33,91.2,2036,NA,L,Sinker,1,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.028,NA,NA,NA,Middle,Left Out Of Zone,-1.04,2.98,90.9,2046,NA,L,Sinker,0,0,0,0,2019
Cody Bellinger,ball,ball,walk,1st,2,501896,NA,NA,0.117,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.54,1.5,77.4,2280,NA,L,Curveball,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,2,501896,NA,NA,0.076,NA,NA,NA,Low,Left Out Of Zone,-1.34,1.87,77.4,2255,NA,L,Curveball,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,2,501896,NA,NA,0.037,NA,NA,NA,Low,Left Out Of Zone,-1.66,1.94,92.3,2019,NA,L,Sinker,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,2,501896,NA,NA,0.031,NA,NA,NA,Middle,Left Out Of Zone,-1.19,2.34,91.6,2029,NA,L,Sinker,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,1st,2,501896,NA,NA,-0.041,NA,NA,NA,High,Left,-0.46,3.12,92,2008,NA,L,4-Seam Fastball,1,0,0,0,2019
Cody Bellinger,hit_into_play,ground_ball,single,3rd,2,NA,NA,621035,0.851,1,1,0,Middle,Left Out Of Zone,-0.98,2.65,83.2,2161,98,L,Changeup,0,0,0,1,2019
Cody Bellinger,blocked_ball,blocked_ball,NA,3rd,2,NA,NA,621035,0.084,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.43,1.05,84,2176,NA,L,Changeup,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,3rd,2,NA,NA,621035,0,NA,1,0,Low Out Of Zone,Right,0.24,1.55,84,2243,NA,L,Changeup,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,3rd,2,NA,NA,621035,-0.099,0,0,0,Middle,Left,-0.48,2.82,89.9,2003,68.4,L,Sinker,0,0,0,0,2019
Cody Bellinger,blocked_ball,blocked_ball,NA,3rd,2,NA,NA,621035,0.046,NA,NA,NA,Low Out Of Zone,Middle,-0.12,1.06,83.4,2198,NA,L,Changeup,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,3rd,2,NA,NA,621035,-0.051,NA,NA,NA,High,Left,-0.29,3.04,82.4,2156,NA,L,Changeup,1,0,0,0,2019
Cody Bellinger,ball,ball,NA,3rd,2,NA,NA,621035,0.038,NA,NA,NA,Low,Right Out Of Zone,0.94,2.06,73.1,2376,NA,L,Curveball,0,0,0,0,2019
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,0,NA,NA,NA,-0.236,1,0,0,High,Left,-0.5,3,90.4,2313,102.7,L,4-Seam Fastball,0,0,0,1,2019
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,-0.05,NA,0,0,Middle,Middle,-0.22,2.51,84.5,2269,NA,L,Slider,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.037,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-2,0.84,82.8,2459,NA,L,Slider,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,strikeout,No Runners,2,NA,NA,NA,-0.138,NA,1,1,Low Out Of Zone,Right,0.34,1.38,83.5,1877,NA,L,Changeup,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.038,NA,NA,NA,Low Out Of Zone,Left,-0.4,1.1,83.5,1955,NA,L,Changeup,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,2,NA,NA,NA,-0.033,NA,1,1,Low Out Of Zone,Right,0.31,1.03,82.4,1978,NA,L,Changeup,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.024,NA,NA,NA,Middle,Right Out Of Zone,1.53,2.68,83.1,2009,NA,L,Changeup,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,2,NA,NA,NA,-0.021,NA,0,1,Middle,Right,0.58,2.33,80.6,1738,NA,L,Changeup,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,2,NA,NA,NA,0.015,NA,NA,NA,Low,Right Out Of Zone,1.19,2.17,92.1,2285,NA,L,Sinker,0,0,0,0,2019
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,2,NA,NA,NA,-0.07,0,1,0,Middle,Right Out Of Zone,0.87,2.39,91.9,2410,69.3,L,Sinker,0,0,0,1,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,2,NA,NA,NA,-0.026,NA,0,1,Middle,Middle,-0.03,2.33,91.8,2373,NA,L,Sinker,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,No Runners,2,NA,NA,NA,-0.019,NA,0,1,Low,Right,0.43,1.66,82.8,1850,NA,L,Changeup,0,0,0,0,2019
Cody Bellinger,hit_into_play,fly_ball,fly_ball,1st,0,457759,NA,NA,-0.35,1,1,0,High,Left Out Of Zone,-0.76,3.32,92.6,2042,99.5,R,Sinker,0,0,1,0,2019
Cody Bellinger,blocked_ball,blocked_ball,NA,1st,0,457759,NA,NA,0.065,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.68,0.78,81,2352,NA,R,Curveball,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,0,457759,NA,NA,0.039,NA,NA,NA,Low Out Of Zone,Middle,0,1.5,89.1,1649,NA,R,Split-Finger,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st,0,457759,NA,NA,0,0,0,0,Middle,Left,-0.49,2.92,89,1618,67.5,R,Split-Finger,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st,0,457759,NA,NA,-0.081,NA,1,0,Middle,Left Out Of Zone,-1.03,2.81,91.8,2078,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st,0,457759,NA,NA,-0.067,0,0,0,Low,Middle,0.18,2.09,91.4,2061,75,R,Sinker,0,0,0,0,2019
Cody Bellinger,hit_into_play,line_drive,double_play,1st,1,457759,NA,NA,-0.282,1,0,0,Middle,Right,0.5,2.91,93.8,2283,102.5,R,4-Seam Fastball,0,1,0,0,2019
Cody Bellinger,ball,ball,NA,1st,1,457759,NA,NA,0.054,NA,NA,NA,Low Out Of Zone,Left,-0.53,1.37,88.4,2606,NA,R,Slider,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,1st,1,457759,NA,NA,-0.077,NA,0,1,High,Right,0.58,3.62,92.2,2202,NA,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,1st,1,457759,NA,NA,-0.061,NA,NA,NA,Middle,Right,0.54,2.6,92.8,2226,NA,R,4-Seam Fastball,1,0,0,0,2019
Cody Bellinger,blocked_ball,blocked_ball,NA,1st,1,457759,NA,NA,0.044,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1,0.06,87.8,2460,NA,R,Slider,0,0,0,0,2019
Cody Bellinger,hit_into_play,line_drive,home_run,1st,2,457759,NA,NA,1.843,1,0,0,Middle,Left,-0.45,2.89,87.8,1662,106.6,R,Changeup,0,1,0,0,2019
Cody Bellinger,ball,ball,NA,1st,2,457759,NA,NA,0.037,NA,NA,NA,Middle,Left Out Of Zone,-1.54,2.56,87.7,1544,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,1st,2,457759,NA,NA,-0.045,NA,0,1,Middle,Left,-0.26,2.79,88,2695,NA,R,Slider,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,2,457759,NA,NA,0.034,NA,NA,NA,Low,Right,0.49,1.65,94.3,2328,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,ball,ball,walk,1st & 2nd,0,457759,571970,NA,0.496,NA,NA,NA,High,Right Out Of Zone,0.81,3.48,89.7,2653,NA,R,Slider,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st & 2nd,0,457759,571970,NA,0.223,NA,NA,NA,Low,Right,0.52,1.76,89.8,1469,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st & 2nd,0,457759,571970,NA,0.166,NA,NA,NA,Low,Left Out Of Zone,-1.14,2.13,95.8,2241,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,1st & 2nd,0,457759,571970,NA,-0.133,NA,0,1,Low,Left,-0.55,2.17,88.9,1692,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st & 2nd,0,457759,571970,NA,0.092,NA,NA,NA,Middle,Left Out Of Zone,-2.3,2.91,95.8,2225,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,strikeout,1st,0,457759,NA,NA,-0.533,NA,NA,NA,Low,Left,-0.55,1.99,94,2314,NA,R,4-Seam Fastball,1,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,0,457759,NA,NA,0.185,NA,NA,NA,Low Out Of Zone,Right,0.44,1.49,88.9,1623,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,1st,0,457759,NA,NA,-0.123,NA,0,1,Middle,Right,0.67,2.55,88.6,2653,NA,R,Slider,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,0,457759,NA,NA,0.092,NA,NA,NA,High,Left Out Of Zone,-1.51,3.11,86.8,1548,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,0,457759,NA,NA,0.054,NA,NA,NA,High,Left Out Of Zone,-1.15,3.27,94.2,2203,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,1st,0,457759,NA,NA,-0.067,NA,1,1,Low Out Of Zone,Left Out Of Zone,-0.83,1.64,88.3,1503,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,hit_into_play,fly_ball,fly_ball,1st & 2nd,1,457759,592626,NA,-0.369,0,0,0,Low,Middle,0.11,2.14,89.3,2619,88.3,R,Slider,0,0,1,0,2019
Cody Bellinger,foul,foul,NA,1st & 2nd,1,457759,592626,NA,0,0,1,0,High Out Of Zone,Middle,-0.19,4.04,95.6,2341,79,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st & 2nd,1,457759,592626,NA,-0.137,NA,1,0,Low Out Of Zone,Right,0.47,1.61,89.9,NA,NA,R,Slider,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,1,457759,592626,NA,-0.088,NA,NA,NA,High,Left Out Of Zone,-0.97,3.15,94.8,2235,NA,R,Sinker,1,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st & 2nd,1,457759,592626,NA,0.07,NA,NA,NA,Low Out Of Zone,Left,-0.46,1.6,94.7,2317,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,strikeout,No Runners,1,NA,NA,NA,-0.106,NA,1,1,Low Out Of Zone,Left,-0.51,1.35,81.7,2541,NA,L,Slider,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,No Runners,1,NA,NA,NA,-0.041,NA,NA,NA,Middle,Left Out Of Zone,-0.91,2.59,80.1,2557,NA,L,Slider,1,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,No Runners,1,NA,NA,NA,-0.03,NA,NA,NA,Middle,Left Out Of Zone,-0.92,2.58,95.5,2091,NA,L,Sinker,1,0,0,0,2019
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,2,NA,NA,NA,-0.115,1,0,0,Low,Right,0.51,1.99,95,1905,96.5,L,Sinker,0,0,0,1,2019
Cody Bellinger,swinging_strike,swinging_strike,strikeout,1st,1,608369,NA,NA,-0.225,NA,0,1,Low,Left,-0.7,2.21,94.3,2573,NA,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st,1,608369,NA,NA,0,0,0,0,High,Right,0.24,3.23,89.9,2657,72.7,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,1,608369,NA,NA,0.028,NA,NA,NA,Low Out Of Zone,Left,-0.41,1.28,85.9,2662,NA,R,Slider,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st,1,608369,NA,NA,-0.067,0,0,0,Middle,Right,0.33,2.94,89.9,2643,71.5,R,Cutter,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st,1,608369,NA,NA,-0.055,NA,0,0,Low,Left,-0.54,2.24,91.9,2690,NA,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,hit_into_play,line_drive,single,No Runners,0,NA,NA,NA,0.44,0,1,0,Low Out Of Zone,Left Out Of Zone,-0.72,1.18,85.3,2558,76.5,R,Split-Finger,0,1,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,0,0,0,0,Low,Middle,0,1.7,88,2606,93.7,R,Cutter,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.042,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.14,1.26,84.2,1553,NA,R,Split-Finger,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,0,0,0,0,Low,Left,-0.54,2.1,92.8,2586,69.9,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.019,NA,NA,NA,Low,Left Out Of Zone,-1.24,2.09,83.6,2569,NA,R,Slider,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,0,NA,NA,NA,0,NA,1,0,High Out Of Zone,Middle,-0.02,4.01,89.2,2608,NA,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.052,NA,NA,NA,Low,Middle,-0.06,1.73,90.4,2531,NA,R,4-Seam Fastball,1,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,No Runners,0,NA,NA,NA,-0.04,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-0.75,1.55,89.7,2546,NA,R,4-Seam Fastball,1,0,0,0,2019
Cody Bellinger,hit_into_play,ground_ball,ground_ball,2nd,0,NA,457759,NA,-0.338,0,0,0,Middle,Left,-0.54,2.61,84.8,2584,59.5,R,Slider,0,0,0,1,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,2nd,0,NA,457759,NA,-0.165,NA,1,1,Middle,Left Out Of Zone,-1.09,2.71,85.9,2662,NA,R,Slider,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,2nd,0,NA,457759,NA,0.155,NA,NA,NA,Middle,Left Out Of Zone,-1.43,2.93,85.9,2516,NA,R,Slider,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,0,457759,NA,NA,0.092,NA,NA,NA,Low Out Of Zone,Right,0.39,-0.84,81.5,NA,NA,R,Split-Finger,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st,0,457759,NA,NA,-0.086,0,0,0,Middle,Middle,0.22,2.54,92.5,2498,77.6,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,0,457759,NA,NA,0.073,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.16,1.4,87.3,2564,NA,R,Cutter,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,2nd,2,NA,457759,NA,0.043,NA,NA,NA,Low Out Of Zone,Left,-0.67,1.53,85.9,2605,NA,R,Slider,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,2nd,2,NA,457759,NA,0.033,NA,NA,NA,Middle,Left Out Of Zone,-1.54,2.71,82.1,NA,NA,R,Split-Finger,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,2nd,2,NA,457759,NA,0.017,NA,NA,NA,Middle,Left Out Of Zone,-1.35,2.35,93.4,2571,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,2nd,2,NA,457759,NA,-0.042,NA,0,1,Low,Middle,-0.18,1.98,80.8,NA,NA,R,Split-Finger,0,0,0,0,2019
Cody Bellinger,hit_into_play,line_drive,single,2nd,2,NA,592626,NA,0.838,1,0,0,High,Left,-0.41,3.25,92.2,2547,104.1,R,4-Seam Fastball,0,1,0,0,2019
Cody Bellinger,foul,foul,NA,2nd,2,NA,592626,NA,-0.075,0,0,0,High,Left,-0.24,3.52,93.2,2678,76.1,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,2nd,2,NA,592626,NA,-0.042,NA,0,1,High,Middle,0.18,3.24,92.4,2648,NA,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,hit_into_play,popup,popup,No Runners,1,NA,NA,NA,-0.156,0,0,0,High,Right,0.25,3.39,92.5,2680,75.4,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.031,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,0.83,1.27,88.4,2762,NA,R,Cutter,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.019,NA,NA,NA,High,Left Out Of Zone,-1.88,3.14,90,2696,NA,R,Cutter,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,0,0,1,0,High Out Of Zone,Right,0.4,3.78,93.1,2652,59.8,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,-0.041,NA,1,0,High Out Of Zone,Left Out Of Zone,-0.97,3.7,94,2622,NA,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,No Runners,1,NA,NA,NA,-0.03,NA,NA,NA,High,Left,-0.58,3.28,83.6,1285,NA,R,Slider,1,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,strikeout,1st,2,608369,NA,NA,-0.258,NA,0,1,High,Left,-0.51,3.63,94.2,2723,NA,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st,2,608369,NA,NA,-0.09,0,0,0,High,Left,-0.31,3.02,90.1,2764,73,R,Cutter,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,2,608369,NA,NA,0.076,NA,NA,NA,Middle,Left Out Of Zone,-1.32,2.41,93,2515,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st,2,608369,NA,NA,-0.053,0,0,0,Middle,Middle,-0.13,2.62,93,2636,73.6,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,blocked_ball,blocked_ball,NA,1st,2,608369,NA,NA,0.046,NA,NA,NA,Low Out Of Zone,Right,0.34,0.83,87.8,2622,NA,R,Cutter,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st,2,608369,NA,NA,0.034,NA,NA,NA,High Out Of Zone,Left,-0.68,3.68,89.5,2703,NA,R,Cutter,0,0,0,0,2019
Cody Bellinger,hit_into_play,line_drive,double,No Runners,0,NA,NA,NA,0.601,1,1,0,Low Out Of Zone,Middle,-0.22,1.51,83.7,1627,95.9,R,Changeup,0,1,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,0,NA,NA,NA,0.037,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.47,1.5,84.9,1645,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,1,NA,NA,NA,-0.231,1,0,0,Middle,Left,-0.62,2.97,86.2,1718,96,R,Changeup,0,0,0,1,2019
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,0,0,1,0,Middle,Right Out Of Zone,1.03,2.79,89.1,2297,66.3,R,Cutter,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,0,NA,1,0,Middle,Right Out Of Zone,0.97,2.53,88.5,2286,NA,R,Cutter,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,-0.061,NA,1,0,Low Out Of Zone,Middle,-0.2,1.62,84.4,1771,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.083,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,0.78,1.6,84.2,1716,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,No Runners,1,NA,NA,NA,-0.046,NA,NA,NA,High,Middle,-0.08,3.32,84.8,1644,NA,R,Changeup,1,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.049,NA,NA,NA,Middle,Right Out Of Zone,1.12,2.59,87.4,2183,NA,R,Cutter,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.028,NA,NA,NA,High,Right Out Of Zone,1.19,3.22,88.6,2210,NA,R,Cutter,0,0,0,0,2019
Cody Bellinger,hit_into_play,fly_ball,home_run,No Runners,1,NA,NA,NA,1.022,1,1,0,Middle,Left Out Of Zone,-0.79,2.36,90.2,1846,102.1,R,Sinker,0,0,1,0,2019
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.031,NA,NA,NA,Middle,Left Out Of Zone,-1.33,2.96,84.4,1642,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,0,0,0,0,Middle,Right,0.29,2.37,84.3,1625,90.4,R,Changeup,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,-0.044,0,0,0,Middle,Right,0.64,2.95,85.8,1959,60.5,R,Cutter,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.022,NA,NA,NA,High,Left Out Of Zone,-2.19,3.58,83.1,1518,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,No Runners,1,NA,NA,NA,-0.03,NA,NA,NA,Middle,Middle,-0.21,2.59,80,2306,NA,R,Slider,1,0,0,0,2019
Cody Bellinger,hit_into_play,line_drive,line_drive,2nd,1,NA,501896,NA,-0.251,1,0,0,Low,Middle,0.14,2.12,84.2,2030,99.6,L,Changeup,0,1,0,0,2019
Cody Bellinger,foul,foul,NA,2nd,1,NA,501896,NA,0,0,0,0,High,Middle,0.1,3.03,93.3,2077,71.9,L,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,2nd,1,NA,501896,NA,0,1,1,0,High Out Of Zone,Left Out Of Zone,-1.14,3.78,92.6,2108,95.8,L,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,2nd,1,NA,501896,NA,0,0,0,0,High,Left,-0.32,3.45,92.3,2051,69.9,L,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,2nd,1,NA,501896,NA,-0.078,NA,0,0,Middle,Middle,0.01,2.58,83.1,2024,NA,L,Changeup,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,2nd,1,NA,501896,NA,0.03,NA,NA,NA,High Out Of Zone,Left Out Of Zone,-1.06,4.07,91.9,2112,NA,L,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,2nd,1,NA,501896,NA,-0.054,NA,NA,NA,High,Left,-0.31,3.18,91.4,2139,NA,L,4-Seam Fastball,1,0,0,0,2019
Cody Bellinger,ball,ball,walk,1st & 2nd,2,592626,501896,NA,0.323,NA,NA,NA,Low,Right Out Of Zone,1.05,2.27,94.1,2169,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st & 2nd,2,592626,501896,NA,0,NA,0,0,Middle,Left,-0.61,2.83,89.1,2052,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st & 2nd,2,592626,501896,NA,0.065,NA,NA,NA,Low Out Of Zone,Middle,-0.21,1.08,95,2166,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,1st & 2nd,2,592626,501896,NA,0,NA,0,0,Low,Left,-0.28,2.05,96.2,2130,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,blocked_ball,blocked_ball,NA,1st & 2nd,2,592626,501896,NA,0.059,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,0.82,0.09,89.2,1979,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,2,592626,501896,NA,-0.116,NA,NA,NA,Low,Left Out Of Zone,-0.98,1.93,95.2,2095,NA,R,Sinker,1,0,0,0,2019
Cody Bellinger,ball,ball,NA,1st & 2nd,2,592626,501896,NA,0.063,NA,NA,NA,Low,Left Out Of Zone,-1.49,2.07,90.2,2039,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,swinging_strike,swinging_strike,NA,1st & 2nd,2,592626,501896,NA,-0.071,NA,1,1,Low,Left Out Of Zone,-1.02,1.87,88.6,2075,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,hit_into_play,line_drive,single,No Runners,1,NA,NA,NA,0.292,1,0,0,Middle,Left,-0.48,2.86,82.1,2229,99.7,R,Changeup,0,1,0,0,2019
Cody Bellinger,foul_tip,foul_tip,NA,No Runners,1,NA,NA,NA,-0.053,NA,0,0,Middle,Middle,-0.2,2.49,93.5,2106,NA,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.04,NA,NA,NA,Low Out Of Zone,Middle,0.06,0.75,82.4,2254,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,-0.037,NA,1,0,Low,Left Out Of Zone,-0.94,1.75,81.8,2250,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.028,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,0.91,1.61,91,2500,NA,R,Cutter,0,0,0,0,2019
Cody Bellinger,hit_into_play,ground_ball,ground_ball,No Runners,1,NA,NA,NA,-0.125,0,1,0,High,Left Out Of Zone,-1.33,3.35,93.8,2214,73.2,R,4-Seam Fastball,0,0,0,1,2019
Cody Bellinger,ball,ball,NA,No Runners,1,NA,NA,NA,0.019,NA,NA,NA,Low Out Of Zone,Right Out Of Zone,1.1,-0.69,79.1,2371,NA,R,Curveball,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,-0.041,0,0,0,High,Left,-0.28,3.46,92.6,2073,81.7,R,4-Seam Fastball,0,0,0,0,2019
Cody Bellinger,foul,foul,NA,No Runners,1,NA,NA,NA,-0.03,NA,0,0,Middle,Left,-0.39,2.5,93.4,2154,NA,R,Sinker,0,0,0,0,2019
Cody Bellinger,hit_into_play,fly_ball,fly_ball,1st & 2nd,2,572041,592626,NA,-0.394,0,0,0,Low,Left,-0.58,2.22,95.4,2262,94.1,R,Sinker,0,0,1,0,2019
Cody Bellinger,ball,ball,NA,1st & 2nd,2,572041,592626,NA,0.059,NA,NA,NA,Low Out Of Zone,Left Out Of Zone,-1.55,1.56,82.8,2381,NA,R,Changeup,0,0,0,0,2019
Cody Bellinger,called_strike,called_strike,NA,1st & 2nd,2,572041,592626,NA,-0.116,NA,NA,NA,Low,Middle,-0.11,2.19,94.4,2307,NA,R,Sinker,1,0,0,0,2019
